"State"	"State Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
"Georgia"	"13"	"Female"	"F"	"2007"	"2007"	354	4777572	7.4
"Georgia"	"13"	"Female"	"F"	"2008"	"2008"	352	4856984	7.2
"Georgia"	"13"	"Female"	"F"	"2009"	"2009"	417	4917756	8.5
"Georgia"	"13"	"Female"	"F"	"2010"	"2010"	445	4958482	9.0
"Georgia"	"13"	"Female"	"F"	"2011"	"2011"	461	5012403	9.2
"Georgia"	"13"	"Female"	"F"	"2012"	"2012"	473	5068921	9.3
"Georgia"	"13"	"Female"	"F"	"2013"	"2013"	473	5110806	9.3
"Georgia"	"13"	"Female"	"F"	"2014"	"2014"	513	5170356	9.9
"Georgia"	"13"	"Female"	"F"	"2015"	"2015"	545	5234978	10.4
"Georgia"	"13"	"Male"	"M"	"1999"	"1999"	165	3949934	4.2
"Georgia"	"13"	"Male"	"M"	"2000"	"2000"	211	4027113	5.2
"Georgia"	"13"	"Male"	"M"	"2001"	"2001"	311	4120876	7.5
"Georgia"	"13"	"Male"	"M"	"2002"	"2002"	347	4180322	8.3
"Georgia"	"13"	"Male"	"M"	"2003"	"2003"	354	4227841	8.4
"Georgia"	"13"	"Male"	"M"	"2004"	"2004"	377	4305728	8.8
"Georgia"	"13"	"Male"	"M"	"2005"	"2005"	449	4370659	10.3
"Georgia"	"13"	"Male"	"M"	"2006"	"2006"	497	4485207	11.1
"Georgia"	"13"	"Male"	"M"	"2007"	"2007"	553	4572416	12.1
"Georgia"	"13"	"Male"	"M"	"2008"	"2008"	574	4647859	12.3
"Georgia"	"13"	"Male"	"M"	"2009"	"2009"	571	4703090	12.1
"Georgia"	"13"	"Male"	"M"	"2010"	"2010"	600	4729171	12.7
"Georgia"	"13"	"Male"	"M"	"2011"	"2011"	590	4802807	12.3
"Georgia"	"13"	"Male"	"M"	"2012"	"2012"	575	4851024	11.9
"Georgia"	"13"	"Male"	"M"	"2013"	"2013"	608	4881361	12.5
"Georgia"	"13"	"Male"	"M"	"2014"	"2014"	688	4926987	14.0
"Georgia"	"13"	"Male"	"M"	"2015"	"2015"	746	4979882	15.0
"Hawaii"	"15"	"Female"	"F"	"1999"	"1999"	22	601830	3.7
"Hawaii"	"15"	"Female"	"F"	"2000"	"2000"	21	602866	3.5
"Hawaii"	"15"	"Female"	"F"	"2001"	"2001"	24	609189	3.9
"Hawaii"	"15"	"Female"	"F"	"2002"	"2002"	24	616192	3.9
"Hawaii"	"15"	"Female"	"F"	"2003"	"2003"	21	623753	3.4
"Hawaii"	"15"	"Female"	"F"	"2004"	"2004"	23	636864	3.6
"Hawaii"	"15"	"Female"	"F"	"2005"	"2005"	46	644813	7.1
"Hawaii"	"15"	"Female"	"F"	"2006"	"2006"	24	652351	3.7
"Hawaii"	"15"	"Female"	"F"	"2007"	"2007"	36	657185	5.5
"Hawaii"	"15"	"Female"	"F"	"2008"	"2008"	48	665313	7.2
"Hawaii"	"15"	"Female"	"F"	"2009"	"2009"	28	673075	4.2
"Hawaii"	"15"	"Female"	"F"	"2010"	"2010"	47	679058	6.9
"Hawaii"	"15"	"Female"	"F"	"2011"	"2011"	59	685005	8.6
"Hawaii"	"15"	"Female"	"F"	"2012"	"2012"	54	690348	7.8
"Hawaii"	"15"	"Female"	"F"	"2013"	"2013"	51	694440	7.3
"Hawaii"	"15"	"Female"	"F"	"2014"	"2014"	53	701462	7.6
"Hawaii"	"15"	"Female"	"F"	"2015"	"2015"	47	706231	6.7
"Hawaii"	"15"	"Male"	"M"	"1999"	"1999"	52	608470	8.5
"Hawaii"	"15"	"Male"	"M"	"2000"	"2000"	40	608671	6.6
"Hawaii"	"15"	"Male"	"M"	"2001"	"2001"	51	616759	8.3
"Hawaii"	"15"	"Male"	"M"	"2002"	"2002"	52	623421	8.3
"Hawaii"	"15"	"Male"	"M"	"2003"	"2003"	71	627401	11.3
"Hawaii"	"15"	"Male"	"M"	"2004"	"2004"	80	636705	12.6
"Hawaii"	"15"	"Male"	"M"	"2005"	"2005"	80	647916	12.3
"Hawaii"	"15"	"Male"	"M"	"2006"	"2006"	61	657380	9.3
"Hawaii"	"15"	"Male"	"M"	"2007"	"2007"	100	658490	15.2
"Hawaii"	"15"	"Male"	"M"	"2008"	"2008"	74	666900	11.1
"Hawaii"	"15"	"Male"	"M"	"2009"	"2009"	107	673642	15.9
"Hawaii"	"15"	"Male"	"M"	"2010"	"2010"	104	681243	15.3
"Hawaii"	"15"	"Male"	"M"	"2011"	"2011"	120	689805	17.4
"Hawaii"	"15"	"Male"	"M"	"2012"	"2012"	100	701965	14.2
"Hawaii"	"15"	"Male"	"M"	"2013"	"2013"	106	709614	14.9
"Hawaii"	"15"	"Male"	"M"	"2014"	"2014"	102	718099	14.2
"Hawaii"	"15"	"Male"	"M"	"2015"	"2015"	121	725372	16.7
"Idaho"	"16"	"Female"	"F"	"1999"	"1999"	26	636798	4.1
"Idaho"	"16"	"Female"	"F"	"2000"	"2000"	27	645293	4.2
"Idaho"	"16"	"Female"	"F"	"2001"	"2001"	39	658043	5.9
"Idaho"	"16"	"Female"	"F"	"2002"	"2002"	53	668686	7.9
"Idaho"	"16"	"Female"	"F"	"2003"	"2003"	48	679877	7.1
"Idaho"	"16"	"Female"	"F"	"2004"	"2004"	46	693186	6.6
"Idaho"	"16"	"Female"	"F"	"2005"	"2005"	39	711983	5.5
"Idaho"	"16"	"Female"	"F"	"2006"	"2006"	56	732104	7.6
"Idaho"	"16"	"Female"	"F"	"2007"	"2007"	62	750127	8.3
"Idaho"	"16"	"Female"	"F"	"2008"	"2008"	69	764792	9.0
"Idaho"	"16"	"Female"	"F"	"2009"	"2009"	95	775398	12.3
"Idaho"	"16"	"Female"	"F"	"2010"	"2010"	94	782258	12.0
"Idaho"	"16"	"Female"	"F"	"2011"	"2011"	91	791358	11.5
"Idaho"	"16"	"Female"	"F"	"2012"	"2012"	88	797116	11.0
"Idaho"	"16"	"Female"	"F"	"2013"	"2013"	103	805052	12.8
"Idaho"	"16"	"Female"	"F"	"2014"	"2014"	111	815968	13.6
"Idaho"	"16"	"Female"	"F"	"2015"	"2015"	107	826183	13.0
"Idaho"	"16"	"Male"	"M"	"1999"	"1999"	38	638876	5.9
"Idaho"	"16"	"Male"	"M"	"2000"	"2000"	37	648660	5.7
"Idaho"	"16"	"Male"	"M"	"2001"	"2001"	54	661919	8.2
"Idaho"	"16"	"Male"	"M"	"2002"	"2002"	60	671686	8.9
"Idaho"	"16"	"Male"	"M"	"2003"	"2003"	52	683503	7.6
"Idaho"	"16"	"Male"	"M"	"2004"	"2004"	50	698616	7.2
"Idaho"	"16"	"Male"	"M"	"2005"	"2005"	70	716258	9.8
"Idaho"	"16"	"Male"	"M"	"2006"	"2006"	70	736565	9.5
"Idaho"	"16"	"Male"	"M"	"2007"	"2007"	62	754978	8.2
"Idaho"	"16"	"Male"	"M"	"2008"	"2008"	75	769528	9.7
"Idaho"	"16"	"Male"	"M"	"2009"	"2009"	74	779041	9.5
"Idaho"	"16"	"Male"	"M"	"2010"	"2010"	83	785324	10.6
"Idaho"	"16"	"Male"	"M"	"2011"	"2011"	100	793627	12.6
"Idaho"	"16"	"Male"	"M"	"2012"	"2012"	92	798612	11.5
"Idaho"	"16"	"Male"	"M"	"2013"	"2013"	102	807084	12.6
"Idaho"	"16"	"Male"	"M"	"2014"	"2014"	98	818496	12.0
"Idaho"	"16"	"Male"	"M"	"2015"	"2015"	109	828747	13.2
"Illinois"	"17"	"Female"	"F"	"1999"	"1999"	211	6313350	3.3
"Illinois"	"17"	"Female"	"F"	"2000"	"2000"	239	6338957	3.8
"Illinois"	"17"	"Female"	"F"	"2001"	"2001"	251	6370443	3.9
"Illinois"	"17"	"Female"	"F"	"2002"	"2002"	290	6387897	4.5
"Illinois"	"17"	"Female"	"F"	"2003"	"2003"	264	6402859	4.1
"Illinois"	"17"	"Female"	"F"	"2004"	"2004"	306	6414209	4.8
"Illinois"	"17"	"Female"	"F"	"2005"	"2005"	318	6423831	5.0
"Illinois"	"17"	"Female"	"F"	"2006"	"2006"	364	6440022	5.7
"Illinois"	"17"	"Female"	"F"	"2007"	"2007"	405	6467577	6.3
"Illinois"	"17"	"Female"	"F"	"2008"	"2008"	422	6493537	6.5
"Illinois"	"17"	"Female"	"F"	"2009"	"2009"	438	6520723	6.7
"Illinois"	"17"	"Female"	"F"	"2010"	"2010"	427	6538356	6.5
"Illinois"	"17"	"Female"	"F"	"2011"	"2011"	451	6555063	6.9
"Illinois"	"17"	"Female"	"F"	"2012"	"2012"	506	6555800	7.7
"Illinois"	"17"	"Female"	"F"	"2013"	"2013"	501	6555652	7.6
"Illinois"	"17"	"Female"	"F"	"2014"	"2014"	592	6559694	9.0
"Illinois"	"17"	"Female"	"F"	"2015"	"2015"	637	6545500	9.7
"Illinois"	"17"	"Male"	"M"	"1999"	"1999"	594	6045670	9.8
"Illinois"	"17"	"Male"	"M"	"2000"	"2000"	615	6080336	10.1
"Illinois"	"17"	"Male"	"M"	"2001"	"2001"	622	6118002	10.2
"Illinois"	"17"	"Male"	"M"	"2002"	"2002"	669	6137659	10.9
"Illinois"	"17"	"Male"	"M"	"2003"	"2003"	565	6153147	9.2
"Illinois"	"17"	"Male"	"M"	"2004"	"2004"	707	6175564	11.4
"Illinois"	"17"	"Male"	"M"	"2005"	"2005"	728	6186072	11.8
"Illinois"	"17"	"Male"	"M"	"2006"	"2006"	980	6203933	15.8
"Illinois"	"17"	"Male"	"M"	"2007"	"2007"	769	6228289	12.3
"Illinois"	"17"	"Male"	"M"	"2008"	"2008"	904	6253501	14.5
"Illinois"	"17"	"Male"	"M"	"2009"	"2009"	926	6276055	14.8
"Illinois"	"17"	"Male"	"M"	"2010"	"2010"	850	6292276	13.5
"Illinois"	"17"	"Male"	"M"	"2011"	"2011"	944	6314194	15.0
"Illinois"	"17"	"Male"	"M"	"2012"	"2012"	1110	6319455	17.6
"Illinois"	"17"	"Male"	"M"	"2013"	"2013"	1058	6326483	16.7
"Illinois"	"17"	"Male"	"M"	"2014"	"2014"	1095	6320886	17.3
"Illinois"	"17"	"Male"	"M"	"2015"	"2015"	1187	6314495	18.8
"Indiana"	"18"	"Female"	"F"	"1999"	"1999"	65	3083351	2.1
"Indiana"	"18"	"Female"	"F"	"2000"	"2000"	78	3098011	2.5
"Indiana"	"18"	"Female"	"F"	"2001"	"2001"	98	3120158	3.1
"Indiana"	"18"	"Female"	"F"	"2002"	"2002"	110	3133342	3.5
"Indiana"	"18"	"Female"	"F"	"2003"	"2003"	171	3152366	5.4
"Indiana"	"18"	"Female"	"F"	"2004"	"2004"	207	3168952	6.5
"Indiana"	"18"	"Female"	"F"	"2005"	"2005"	250	3191481	7.8
"Indiana"	"18"	"Female"	"F"	"2006"	"2006"	274	3218203	8.5
"Indiana"	"18"	"Female"	"F"	"2007"	"2007"	304	3241454	9.4
"Indiana"	"18"	"Female"	"F"	"2008"	"2008"	313	3263963	9.6
"Indiana"	"18"	"Female"	"F"	"2009"	"2009"	340	3281477	10.4
"Indiana"	"18"	"Female"	"F"	"2010"	"2010"	386	3294065	11.7
"Indiana"	"18"	"Female"	"F"	"2011"	"2011"	386	3309937	11.7
"Indiana"	"18"	"Female"	"F"	"2012"	"2012"	389	3319144	11.7
"Indiana"	"18"	"Female"	"F"	"2013"	"2013"	421	3334634	12.6
"Indiana"	"18"	"Female"	"F"	"2014"	"2014"	471	3347411	14.1
"Indiana"	"18"	"Female"	"F"	"2015"	"2015"	459	3357815	13.7
"Indiana"	"18"	"Male"	"M"	"1999"	"1999"	119	2961618	4.0
"Indiana"	"18"	"Male"	"M"	"2000"	"2000"	126	2982474	4.2
"Indiana"	"18"	"Male"	"M"	"2001"	"2001"	181	3007602	6.0
"Indiana"	"18"	"Male"	"M"	"2002"	"2002"	174	3022625	5.8
"Indiana"	"18"	"Male"	"M"	"2003"	"2003"	253	3044272	8.3
"Indiana"	"18"	"Male"	"M"	"2004"	"2004"	323	3064055	10.5
"Indiana"	"18"	"Male"	"M"	"2005"	"2005"	356	3087135	11.5
"Indiana"	"18"	"Male"	"M"	"2006"	"2006"	454	3114466	14.6
"Indiana"	"18"	"Male"	"M"	"2007"	"2007"	466	3138145	14.8
"Indiana"	"18"	"Male"	"M"	"2008"	"2008"	511	3160843	16.2
"Indiana"	"18"	"Male"	"M"	"2009"	"2009"	547	3177848	17.2
"Indiana"	"18"	"Male"	"M"	"2010"	"2010"	525	3189737	16.5
"Indiana"	"18"	"Male"	"M"	"2011"	"2011"	582	3206985	18.1
"Indiana"	"18"	"Male"	"M"	"2012"	"2012"	610	3218190	19.0
"Indiana"	"18"	"Male"	"M"	"2013"	"2013"	629	3236268	19.4
"Indiana"	"18"	"Male"	"M"	"2014"	"2014"	693	3249444	21.3
"Indiana"	"18"	"Male"	"M"	"2015"	"2015"	779	3261865	23.9
"Iowa"	"19"	"Female"	"F"	"1999"	"1999"	18	1488223	Unreliable
"Iowa"	"19"	"Female"	"F"	"2000"	"2000"	27	1490809	1.8
"Iowa"	"19"	"Female"	"F"	"2001"	"2001"	37	1492287	2.5
"Iowa"	"19"	"Female"	"F"	"2002"	"2002"	42	1491450	2.8
"Iowa"	"19"	"Female"	"F"	"2003"	"2003"	37	1493907	2.5
"Iowa"	"19"	"Female"	"F"	"2004"	"2004"	61	1498888	4.1
"Iowa"	"19"	"Female"	"F"	"2005"	"2005"	65	1503019	4.3
"Iowa"	"19"	"Female"	"F"	"2006"	"2006"	70	1511124	4.6
"Iowa"	"19"	"Female"	"F"	"2007"	"2007"	77	1518023	5.1
"Iowa"	"19"	"Female"	"F"	"2008"	"2008"	86	1525539	5.6
"Iowa"	"19"	"Female"	"F"	"2009"	"2009"	81	1532739	5.3
"Iowa"	"19"	"Female"	"F"	"2010"	"2010"	100	1538036	6.5
"Iowa"	"19"	"Female"	"F"	"2011"	"2011"	108	1544894	7.0
"Iowa"	"19"	"Female"	"F"	"2012"	"2012"	119	1549698	7.7
"Iowa"	"19"	"Female"	"F"	"2013"	"2013"	121	1557015	7.8
"Iowa"	"19"	"Female"	"F"	"2014"	"2014"	115	1564081	7.4
"Iowa"	"19"	"Female"	"F"	"2015"	"2015"	123	1571873	7.8
"Iowa"	"19"	"Male"	"M"	"1999"	"1999"	30	1429411	2.1
"Iowa"	"19"	"Male"	"M"	"2000"	"2000"	40	1435515	2.8
"Iowa"	"19"	"Male"	"M"	"2001"	"2001"	49	1439710	3.4
"Iowa"	"19"	"Male"	"M"	"2002"	"2002"	43	1442784	3.0
"Iowa"	"19"	"Male"	"M"	"2003"	"2003"	55	1448092	3.8
"Iowa"	"19"	"Male"	"M"	"2004"	"2004"	61	1454747	4.2
"Iowa"	"19"	"Male"	"M"	"2005"	"2005"	68	1461435	4.7
"Iowa"	"19"	"Male"	"M"	"2006"	"2006"	110	1471520	7.5
"Iowa"	"19"	"Male"	"M"	"2007"	"2007"	121	1481189	8.2
"Iowa"	"19"	"Male"	"M"	"2008"	"2008"	116	1491195	7.8
"Iowa"	"19"	"Male"	"M"	"2009"	"2009"	122	1500131	8.1
"Iowa"	"19"	"Male"	"M"	"2010"	"2010"	146	1508319	9.7
"Iowa"	"19"	"Male"	"M"	"2011"	"2011"	141	1517415	9.3
"Iowa"	"19"	"Male"	"M"	"2012"	"2012"	137	1524488	9.0
"Iowa"	"19"	"Male"	"M"	"2013"	"2013"	151	1533401	9.8
"Iowa"	"19"	"Male"	"M"	"2014"	"2014"	141	1543045	9.1
"Iowa"	"19"	"Male"	"M"	"2015"	"2015"	177	1552026	11.4
"Kansas"	"20"	"Female"	"F"	"1999"	"1999"	31	1356044	2.3
"Kansas"	"20"	"Female"	"F"	"2000"	"2000"	32	1359944	2.4
"Kansas"	"20"	"Female"	"F"	"2001"	"2001"	57	1365966	4.2
"Kansas"	"20"	"Female"	"F"	"2002"	"2002"	65	1371898	4.7
"Kansas"	"20"	"Female"	"F"	"2003"	"2003"	76	1377415	5.5
"Kansas"	"20"	"Female"	"F"	"2004"	"2004"	91	1382396	6.6
"Kansas"	"20"	"Female"	"F"	"2005"	"2005"	89	1387958	6.4
"Kansas"	"20"	"Female"	"F"	"2006"	"2006"	109	1394092	7.8
"Kansas"	"20"	"Female"	"F"	"2007"	"2007"	117	1405705	8.3
"Kansas"	"20"	"Female"	"F"	"2008"	"2008"	108	1415563	7.6
"Kansas"	"20"	"Female"	"F"	"2009"	"2009"	139	1428139	9.7
"Kansas"	"20"	"Female"	"F"	"2010"	"2010"	109	1437710	7.6
"Kansas"	"20"	"Female"	"F"	"2011"	"2011"	135	1445436	9.3
"Kansas"	"20"	"Female"	"F"	"2012"	"2012"	137	1450624	9.4
"Kansas"	"20"	"Female"	"F"	"2013"	"2013"	147	1452009	10.1
"Kansas"	"20"	"Female"	"F"	"2014"	"2014"	157	1456666	10.8
"Kansas"	"20"	"Female"	"F"	"2015"	"2015"	137	1458008	9.4
"Kansas"	"20"	"Male"	"M"	"1999"	"1999"	55	1322294	4.2
"Kansas"	"20"	"Male"	"M"	"2000"	"2000"	66	1328474	5.0
"Kansas"	"20"	"Male"	"M"	"2001"	"2001"	71	1336196	5.3
"Kansas"	"20"	"Male"	"M"	"2002"	"2002"	100	1341637	7.5
"Kansas"	"20"	"Male"	"M"	"2003"	"2003"	106	1345589	7.9
"Kansas"	"20"	"Male"	"M"	"2004"	"2004"	124	1351977	9.2
"Kansas"	"20"	"Male"	"M"	"2005"	"2005"	148	1357341	10.9
"Kansas"	"20"	"Male"	"M"	"2006"	"2006"	144	1368839	10.5
"Kansas"	"20"	"Male"	"M"	"2007"	"2007"	151	1378080	11.0
"Kansas"	"20"	"Male"	"M"	"2008"	"2008"	108	1392513	7.8
"Kansas"	"20"	"Male"	"M"	"2009"	"2009"	160	1404565	11.4
"Kansas"	"20"	"Male"	"M"	"2010"	"2010"	158	1415408	11.2
"Kansas"	"20"	"Male"	"M"	"2011"	"2011"	143	1425802	10.0
"Kansas"	"20"	"Male"	"M"	"2012"	"2012"	181	1435281	12.6
"Kansas"	"20"	"Male"	"M"	"2013"	"2013"	177	1441948	12.3
"Kansas"	"20"	"Male"	"M"	"2014"	"2014"	169	1447355	11.7
"Kansas"	"20"	"Male"	"M"	"2015"	"2015"	190	1453633	13.1
"Kentucky"	"21"	"Female"	"F"	"1999"	"1999"	72	2056401	3.5
"Kentucky"	"21"	"Female"	"F"	"2000"	"2000"	76	2066401	3.7
"Kentucky"	"21"	"Female"	"F"	"2001"	"2001"	131	2076871	6.3
"Kentucky"	"21"	"Female"	"F"	"2002"	"2002"	153	2087223	7.3
"Kentucky"	"21"	"Female"	"F"	"2003"	"2003"	223	2102308	10.6
"Kentucky"	"21"	"Female"	"F"	"2004"	"2004"	200	2112051	9.5
"Kentucky"	"21"	"Female"	"F"	"2005"	"2005"	221	2129658	10.4
"Kentucky"	"21"	"Female"	"F"	"2006"	"2006"	269	2149096	12.5
"Kentucky"	"21"	"Female"	"F"	"2007"	"2007"	248	2164210	11.5
"Kentucky"	"21"	"Female"	"F"	"2008"	"2008"	299	2183532	13.7
"Kentucky"	"21"	"Female"	"F"	"2009"	"2009"	290	2193136	13.2
"Kentucky"	"21"	"Female"	"F"	"2010"	"2010"	386	2204415	17.5
"Kentucky"	"21"	"Female"	"F"	"2011"	"2011"	416	2219482	18.7
"Kentucky"	"21"	"Female"	"F"	"2012"	"2012"	420	2222704	18.9
"Kentucky"	"21"	"Female"	"F"	"2013"	"2013"	381	2231899	17.1
"Kentucky"	"21"	"Female"	"F"	"2014"	"2014"	411	2240299	18.3
"Kentucky"	"21"	"Female"	"F"	"2015"	"2015"	497	2245998	22.1
"Kentucky"	"21"	"Male"	"M"	"1999"	"1999"	117	1961652	6.0
"Kentucky"	"21"	"Male"	"M"	"2000"	"2000"	152	1975368	7.7
"Kentucky"	"21"	"Male"	"M"	"2001"	"2001"	208	1991261	10.4
"Kentucky"	"21"	"Male"	"M"	"2002"	"2002"	268	2002652	13.4
"Kentucky"	"21"	"Male"	"M"	"2003"	"2003"	327	2014862	16.2
"Kentucky"	"21"	"Male"	"M"	"2004"	"2004"	316	2034050	15.5
"Kentucky"	"21"	"Male"	"M"	"2005"	"2005"	412	2053084	20.1
"Kentucky"	"21"	"Male"	"M"	"2006"	"2006"	448	2070143	21.6
"Kentucky"	"21"	"Male"	"M"	"2007"	"2007"	453	2092462	21.6
"Kentucky"	"21"	"Male"	"M"	"2008"	"2008"	446	2106346	21.2
"Kentucky"	"21"	"Male"	"M"	"2009"	"2009"	475	2123938	22.4
"Kentucky"	"21"	"Male"	"M"	"2010"	"2010"	617	2134952	28.9
"Kentucky"	"21"	"Male"	"M"	"2011"	"2011"	640	2149874	29.8
"Kentucky"	"21"	"Male"	"M"	"2012"	"2012"	652	2157711	30.2
"Kentucky"	"21"	"Male"	"M"	"2013"	"2013"	637	2163396	29.4
"Kentucky"	"21"	"Male"	"M"	"2014"	"2014"	661	2173158	30.4
"Kentucky"	"21"	"Male"	"M"	"2015"	"2015"	771	2179094	35.4
"Louisiana"	"22"	"Female"	"F"	"1999"	"1999"	69	2302744	3.0
"Louisiana"	"22"	"Female"	"F"	"2000"	"2000"	85	2306073	3.7
"Louisiana"	"22"	"Female"	"F"	"2001"	"2001"	85	2308063	3.7
"Louisiana"	"22"	"Female"	"F"	"2002"	"2002"	111	2315524	4.8
"Louisiana"	"22"	"Female"	"F"	"2003"	"2003"	174	2327153	7.5
"Louisiana"	"22"	"Female"	"F"	"2004"	"2004"	189	2338753	8.1
"Louisiana"	"22"	"Female"	"F"	"2005"	"2005"	203	2349441	8.6
"Louisiana"	"22"	"Female"	"F"	"2006"	"2006"	219	2204072	9.9
"Louisiana"	"22"	"Female"	"F"	"2007"	"2007"	276	2239125	12.3
"Louisiana"	"22"	"Female"	"F"	"2008"	"2008"	242	2269630	10.7
"Louisiana"	"22"	"Female"	"F"	"2009"	"2009"	216	2295199	9.4
"Louisiana"	"22"	"Female"	"F"	"2010"	"2010"	233	2314080	10.1
"Louisiana"	"22"	"Female"	"F"	"2011"	"2011"	247	2336467	10.6
"Louisiana"	"22"	"Female"	"F"	"2012"	"2012"	227	2349843	9.7
"Louisiana"	"22"	"Female"	"F"	"2013"	"2013"	310	2361537	13.1
"Louisiana"	"22"	"Female"	"F"	"2014"	"2014"	280	2375737	11.8
"Louisiana"	"22"	"Female"	"F"	"2015"	"2015"	326	2386915	13.7
"Louisiana"	"22"	"Male"	"M"	"1999"	"1999"	117	2158067	5.4
"Louisiana"	"22"	"Male"	"M"	"2000"	"2000"	156	2162903	7.2
"Louisiana"	"22"	"Male"	"M"	"2001"	"2001"	177	2169812	8.2
"Louisiana"	"22"	"Male"	"M"	"2002"	"2002"	248	2181743	11.4
"Louisiana"	"22"	"Male"	"M"	"2003"	"2003"	350	2193889	16.0
"Louisiana"	"22"	"Male"	"M"	"2004"	"2004"	345	2213485	15.6
"Louisiana"	"22"	"Male"	"M"	"2005"	"2005"	453	2227187	20.3
"Louisiana"	"22"	"Male"	"M"	"2006"	"2006"	483	2098593	23.0
"Louisiana"	"22"	"Male"	"M"	"2007"	"2007"	527	2136456	24.7
"Louisiana"	"22"	"Male"	"M"	"2008"	"2008"	396	2165956	18.3
"Louisiana"	"22"	"Male"	"M"	"2009"	"2009"	361	2196449	16.4
"Louisiana"	"22"	"Male"	"M"	"2010"	"2010"	354	2219292	16.0
"Louisiana"	"22"	"Male"	"M"	"2011"	"2011"	350	2238369	15.6
"Louisiana"	"22"	"Male"	"M"	"2012"	"2012"	334	2252050	14.8
"Louisiana"	"22"	"Male"	"M"	"2013"	"2013"	498	2263933	22.0
"Louisiana"	"22"	"Male"	"M"	"2014"	"2014"	493	2273939	21.7
"Louisiana"	"22"	"Male"	"M"	"2015"	"2015"	527	2283809	23.1
"Maine"	"23"	"Female"	"F"	"1999"	"1999"	26	650598	4.0
"Maine"	"23"	"Female"	"F"	"2000"	"2000"	18	654614	Unreliable
"Maine"	"23"	"Female"	"F"	"2001"	"2001"	27	659657	4.1
"Maine"	"23"	"Female"	"F"	"2002"	"2002"	59	664226	8.9
"Maine"	"23"	"Female"	"F"	"2003"	"2003"	49	668680	7.3
"Maine"	"23"	"Female"	"F"	"2004"	"2004"	50	671862	7.4
"Maine"	"23"	"Female"	"F"	"2005"	"2005"	65	674104	9.6
"Maine"	"23"	"Female"	"F"	"2006"	"2006"	54	676157	8.0
"Maine"	"23"	"Female"	"F"	"2007"	"2007"	54	677797	8.0
"Maine"	"23"	"Female"	"F"	"2008"	"2008"	64	679413	9.4
"Maine"	"23"	"Female"	"F"	"2009"	"2009"	71	678694	10.5
"Maine"	"23"	"Female"	"F"	"2010"	"2010"	52	678305	7.7
"Maine"	"23"	"Female"	"F"	"2011"	"2011"	60	678125	8.8
"Maine"	"23"	"Female"	"F"	"2012"	"2012"	54	678914	8.0
"Maine"	"23"	"Female"	"F"	"2013"	"2013"	70	678082	10.3
"Maine"	"23"	"Female"	"F"	"2014"	"2014"	72	678818	10.6
"Maine"	"23"	"Female"	"F"	"2015"	"2015"	88	678071	13.0
"Maine"	"23"	"Male"	"M"	"1999"	"1999"	39	616210	6.3
"Maine"	"23"	"Male"	"M"	"2000"	"2000"	43	620309	6.9
"Maine"	"23"	"Male"	"M"	"2001"	"2001"	58	626035	9.3
"Maine"	"23"	"Male"	"M"	"2002"	"2002"	78	631734	12.3
"Maine"	"23"	"Male"	"M"	"2003"	"2003"	82	637833	12.9
"Maine"	"23"	"Male"	"M"	"2004"	"2004"	90	641826	14.0
"Maine"	"23"	"Male"	"M"	"2005"	"2005"	98	644683	15.2
"Maine"	"23"	"Male"	"M"	"2006"	"2006"	104	647462	16.1
"Maine"	"23"	"Male"	"M"	"2007"	"2007"	104	649243	16.0
"Maine"	"23"	"Male"	"M"	"2008"	"2008"	95	651096	14.6
"Maine"	"23"	"Male"	"M"	"2009"	"2009"	98	650896	15.1
"Maine"	"23"	"Male"	"M"	"2010"	"2010"	80	650056	12.3
"Maine"	"23"	"Male"	"M"	"2011"	"2011"	94	650063	14.5
"Maine"	"23"	"Male"	"M"	"2012"	"2012"	95	650278	14.6
"Maine"	"23"	"Male"	"M"	"2013"	"2013"	102	650220	15.7
"Maine"	"23"	"Male"	"M"	"2014"	"2014"	143	651271	22.0
"Maine"	"23"	"Male"	"M"	"2015"	"2015"	181	651257	27.8
"Maryland"	"24"	"Female"	"F"	"1999"	"1999"	153	2716928	5.6
"Maryland"	"24"	"Female"	"F"	"2000"	"2000"	160	2738692	5.8
"Maryland"	"24"	"Female"	"F"	"2001"	"2001"	163	2779864	5.9
"Maryland"	"24"	"Female"	"F"	"2002"	"2002"	229	2815197	8.1
"Maryland"	"24"	"Female"	"F"	"2003"	"2003"	234	2843847	8.2
"Maryland"	"24"	"Female"	"F"	"2004"	"2004"	221	2870043	7.7
"Maryland"	"24"	"Female"	"F"	"2005"	"2005"	209	2891761	7.2
"Maryland"	"24"	"Female"	"F"	"2006"	"2006"	234	2907963	8.0
"Maryland"	"24"	"Female"	"F"	"2007"	"2007"	247	2920109	8.5
"Maryland"	"24"	"Female"	"F"	"2008"	"2008"	218	2935788	7.4
"Maryland"	"24"	"Female"	"F"	"2009"	"2009"	223	2960001	7.5
"Maryland"	"24"	"Female"	"F"	"2010"	"2010"	230	2981790	7.7
"Maryland"	"24"	"Female"	"F"	"2011"	"2011"	250	3007715	8.3
"Maryland"	"24"	"Female"	"F"	"2012"	"2012"	284	3034160	9.4
"Maryland"	"24"	"Female"	"F"	"2013"	"2013"	307	3054052	10.1
"Maryland"	"24"	"Female"	"F"	"2014"	"2014"	330	3079989	10.7
"Maryland"	"24"	"Female"	"F"	"2015"	"2015"	390	3095316	12.6
