"State"	"State Code"	"Year"	"Year Code"	"Weekday"	"Weekday Code"	Deaths
"Florida"	"12"	"2010"	"2010"	"Monday"	"2"	402
"Florida"	"12"	"2010"	"2010"	"Tuesday"	"3"	385
"Florida"	"12"	"2010"	"2010"	"Wednesday"	"4"	400
"Florida"	"12"	"2010"	"2010"	"Thursday"	"5"	422
"Florida"	"12"	"2010"	"2010"	"Friday"	"6"	453
"Florida"	"12"	"2010"	"2010"	"Saturday"	"7"	515
"Florida"	"12"	"2011"	"2011"	"Sunday"	"1"	413
"Florida"	"12"	"2011"	"2011"	"Monday"	"2"	362
"Florida"	"12"	"2011"	"2011"	"Tuesday"	"3"	383
"Florida"	"12"	"2011"	"2011"	"Wednesday"	"4"	405
"Florida"	"12"	"2011"	"2011"	"Thursday"	"5"	417
"Florida"	"12"	"2011"	"2011"	"Friday"	"6"	429
"Florida"	"12"	"2011"	"2011"	"Saturday"	"7"	476
"Florida"	"12"	"2012"	"2012"	"Sunday"	"1"	385
"Florida"	"12"	"2012"	"2012"	"Monday"	"2"	348
"Florida"	"12"	"2012"	"2012"	"Tuesday"	"3"	352
"Florida"	"12"	"2012"	"2012"	"Wednesday"	"4"	332
"Florida"	"12"	"2012"	"2012"	"Thursday"	"5"	343
"Florida"	"12"	"2012"	"2012"	"Friday"	"6"	400
"Florida"	"12"	"2012"	"2012"	"Saturday"	"7"	411
"Florida"	"12"	"2013"	"2013"	"Sunday"	"1"	403
"Florida"	"12"	"2013"	"2013"	"Monday"	"2"	317
"Florida"	"12"	"2013"	"2013"	"Tuesday"	"3"	310
"Florida"	"12"	"2013"	"2013"	"Wednesday"	"4"	335
"Florida"	"12"	"2013"	"2013"	"Thursday"	"5"	328
"Florida"	"12"	"2013"	"2013"	"Friday"	"6"	382
"Florida"	"12"	"2013"	"2013"	"Saturday"	"7"	375
"Florida"	"12"	"2014"	"2014"	"Sunday"	"1"	386
"Florida"	"12"	"2014"	"2014"	"Monday"	"2"	359
"Florida"	"12"	"2014"	"2014"	"Tuesday"	"3"	348
"Florida"	"12"	"2014"	"2014"	"Wednesday"	"4"	344
"Florida"	"12"	"2014"	"2014"	"Thursday"	"5"	329
"Florida"	"12"	"2014"	"2014"	"Friday"	"6"	398
"Florida"	"12"	"2014"	"2014"	"Saturday"	"7"	445
"Florida"	"12"	"2015"	"2015"	"Sunday"	"1"	472
"Florida"	"12"	"2015"	"2015"	"Monday"	"2"	425
"Florida"	"12"	"2015"	"2015"	"Tuesday"	"3"	456
"Florida"	"12"	"2015"	"2015"	"Wednesday"	"4"	381
"Florida"	"12"	"2015"	"2015"	"Thursday"	"5"	465
"Florida"	"12"	"2015"	"2015"	"Friday"	"6"	461
"Florida"	"12"	"2015"	"2015"	"Saturday"	"7"	547
"Georgia"	"13"	"1999"	"1999"	"Sunday"	"1"	38
"Georgia"	"13"	"1999"	"1999"	"Monday"	"2"	35
"Georgia"	"13"	"1999"	"1999"	"Tuesday"	"3"	32
"Georgia"	"13"	"1999"	"1999"	"Wednesday"	"4"	38
"Georgia"	"13"	"1999"	"1999"	"Thursday"	"5"	46
"Georgia"	"13"	"1999"	"1999"	"Friday"	"6"	39
"Georgia"	"13"	"1999"	"1999"	"Saturday"	"7"	46
"Georgia"	"13"	"2000"	"2000"	"Sunday"	"1"	45
"Georgia"	"13"	"2000"	"2000"	"Monday"	"2"	36
"Georgia"	"13"	"2000"	"2000"	"Tuesday"	"3"	48
"Georgia"	"13"	"2000"	"2000"	"Wednesday"	"4"	50
"Georgia"	"13"	"2000"	"2000"	"Thursday"	"5"	48
"Georgia"	"13"	"2000"	"2000"	"Friday"	"6"	57
"Georgia"	"13"	"2000"	"2000"	"Saturday"	"7"	69
"Georgia"	"13"	"2001"	"2001"	"Sunday"	"1"	75
"Georgia"	"13"	"2001"	"2001"	"Monday"	"2"	66
"Georgia"	"13"	"2001"	"2001"	"Tuesday"	"3"	61
"Georgia"	"13"	"2001"	"2001"	"Wednesday"	"4"	75
"Georgia"	"13"	"2001"	"2001"	"Thursday"	"5"	61
"Georgia"	"13"	"2001"	"2001"	"Friday"	"6"	72
"Georgia"	"13"	"2001"	"2001"	"Saturday"	"7"	80
"Georgia"	"13"	"2002"	"2002"	"Sunday"	"1"	91
"Georgia"	"13"	"2002"	"2002"	"Monday"	"2"	81
"Georgia"	"13"	"2002"	"2002"	"Tuesday"	"3"	75
"Georgia"	"13"	"2002"	"2002"	"Wednesday"	"4"	77
"Georgia"	"13"	"2002"	"2002"	"Thursday"	"5"	59
"Georgia"	"13"	"2002"	"2002"	"Friday"	"6"	70
"Georgia"	"13"	"2002"	"2002"	"Saturday"	"7"	95
"Georgia"	"13"	"2003"	"2003"	"Sunday"	"1"	95
"Georgia"	"13"	"2003"	"2003"	"Monday"	"2"	72
"Georgia"	"13"	"2003"	"2003"	"Tuesday"	"3"	89
"Georgia"	"13"	"2003"	"2003"	"Wednesday"	"4"	76
"Georgia"	"13"	"2003"	"2003"	"Thursday"	"5"	74
"Georgia"	"13"	"2003"	"2003"	"Friday"	"6"	87
"Georgia"	"13"	"2003"	"2003"	"Saturday"	"7"	100
"Georgia"	"13"	"2004"	"2004"	"Sunday"	"1"	119
"Georgia"	"13"	"2004"	"2004"	"Monday"	"2"	102
"Georgia"	"13"	"2004"	"2004"	"Tuesday"	"3"	76
"Georgia"	"13"	"2004"	"2004"	"Wednesday"	"4"	77
"Georgia"	"13"	"2004"	"2004"	"Thursday"	"5"	81
"Georgia"	"13"	"2004"	"2004"	"Friday"	"6"	102
"Georgia"	"13"	"2004"	"2004"	"Saturday"	"7"	101
"Georgia"	"13"	"2005"	"2005"	"Sunday"	"1"	117
"Georgia"	"13"	"2005"	"2005"	"Monday"	"2"	94
"Georgia"	"13"	"2005"	"2005"	"Tuesday"	"3"	97
"Georgia"	"13"	"2005"	"2005"	"Wednesday"	"4"	101
"Georgia"	"13"	"2005"	"2005"	"Thursday"	"5"	101
"Georgia"	"13"	"2005"	"2005"	"Friday"	"6"	89
"Georgia"	"13"	"2005"	"2005"	"Saturday"	"7"	122
"Georgia"	"13"	"2006"	"2006"	"Sunday"	"1"	129
"Georgia"	"13"	"2006"	"2006"	"Monday"	"2"	111
"Georgia"	"13"	"2006"	"2006"	"Tuesday"	"3"	105
"Georgia"	"13"	"2006"	"2006"	"Wednesday"	"4"	102
"Georgia"	"13"	"2006"	"2006"	"Thursday"	"5"	107
"Georgia"	"13"	"2006"	"2006"	"Friday"	"6"	128
"Georgia"	"13"	"2006"	"2006"	"Saturday"	"7"	139
"Georgia"	"13"	"2007"	"2007"	"Sunday"	"1"	145
"Georgia"	"13"	"2007"	"2007"	"Monday"	"2"	128
"Georgia"	"13"	"2007"	"2007"	"Tuesday"	"3"	119
"Georgia"	"13"	"2007"	"2007"	"Wednesday"	"4"	129
"Georgia"	"13"	"2007"	"2007"	"Thursday"	"5"	98
"Georgia"	"13"	"2007"	"2007"	"Friday"	"6"	131
"Georgia"	"13"	"2007"	"2007"	"Saturday"	"7"	157
"Georgia"	"13"	"2008"	"2008"	"Sunday"	"1"	133
"Georgia"	"13"	"2008"	"2008"	"Monday"	"2"	140
"Georgia"	"13"	"2008"	"2008"	"Tuesday"	"3"	127
"Georgia"	"13"	"2008"	"2008"	"Wednesday"	"4"	126
"Georgia"	"13"	"2008"	"2008"	"Thursday"	"5"	112
"Georgia"	"13"	"2008"	"2008"	"Friday"	"6"	130
"Georgia"	"13"	"2008"	"2008"	"Saturday"	"7"	158
"Georgia"	"13"	"2009"	"2009"	"Sunday"	"1"	171
"Georgia"	"13"	"2009"	"2009"	"Monday"	"2"	120
"Georgia"	"13"	"2009"	"2009"	"Tuesday"	"3"	139
"Georgia"	"13"	"2009"	"2009"	"Wednesday"	"4"	118
"Georgia"	"13"	"2009"	"2009"	"Thursday"	"5"	137
"Georgia"	"13"	"2009"	"2009"	"Friday"	"6"	116
"Georgia"	"13"	"2009"	"2009"	"Saturday"	"7"	187
"Georgia"	"13"	"2010"	"2010"	"Sunday"	"1"	172
"Georgia"	"13"	"2010"	"2010"	"Monday"	"2"	129
"Georgia"	"13"	"2010"	"2010"	"Tuesday"	"3"	127
"Georgia"	"13"	"2010"	"2010"	"Wednesday"	"4"	128
"Georgia"	"13"	"2010"	"2010"	"Thursday"	"5"	161
"Georgia"	"13"	"2010"	"2010"	"Friday"	"6"	156
"Georgia"	"13"	"2010"	"2010"	"Saturday"	"7"	172
"Georgia"	"13"	"2011"	"2011"	"Sunday"	"1"	158
"Georgia"	"13"	"2011"	"2011"	"Monday"	"2"	110
"Georgia"	"13"	"2011"	"2011"	"Tuesday"	"3"	154
"Georgia"	"13"	"2011"	"2011"	"Wednesday"	"4"	164
"Georgia"	"13"	"2011"	"2011"	"Thursday"	"5"	152
"Georgia"	"13"	"2011"	"2011"	"Friday"	"6"	126
"Georgia"	"13"	"2011"	"2011"	"Saturday"	"7"	187
"Georgia"	"13"	"2012"	"2012"	"Sunday"	"1"	164
"Georgia"	"13"	"2012"	"2012"	"Monday"	"2"	149
"Georgia"	"13"	"2012"	"2012"	"Tuesday"	"3"	137
"Georgia"	"13"	"2012"	"2012"	"Wednesday"	"4"	140
"Georgia"	"13"	"2012"	"2012"	"Thursday"	"5"	144
"Georgia"	"13"	"2012"	"2012"	"Friday"	"6"	160
"Georgia"	"13"	"2012"	"2012"	"Saturday"	"7"	154
"Georgia"	"13"	"2013"	"2013"	"Sunday"	"1"	170
"Georgia"	"13"	"2013"	"2013"	"Monday"	"2"	151
"Georgia"	"13"	"2013"	"2013"	"Tuesday"	"3"	135
"Georgia"	"13"	"2013"	"2013"	"Wednesday"	"4"	140
"Georgia"	"13"	"2013"	"2013"	"Thursday"	"5"	147
"Georgia"	"13"	"2013"	"2013"	"Friday"	"6"	162
"Georgia"	"13"	"2013"	"2013"	"Saturday"	"7"	176
"Georgia"	"13"	"2014"	"2014"	"Sunday"	"1"	178
"Georgia"	"13"	"2014"	"2014"	"Monday"	"2"	164
"Georgia"	"13"	"2014"	"2014"	"Tuesday"	"3"	164
"Georgia"	"13"	"2014"	"2014"	"Wednesday"	"4"	143
"Georgia"	"13"	"2014"	"2014"	"Thursday"	"5"	164
"Georgia"	"13"	"2014"	"2014"	"Friday"	"6"	179
"Georgia"	"13"	"2014"	"2014"	"Saturday"	"7"	209
"Georgia"	"13"	"2015"	"2015"	"Sunday"	"1"	184
"Georgia"	"13"	"2015"	"2015"	"Monday"	"2"	183
"Georgia"	"13"	"2015"	"2015"	"Tuesday"	"3"	176
"Georgia"	"13"	"2015"	"2015"	"Wednesday"	"4"	158
"Georgia"	"13"	"2015"	"2015"	"Thursday"	"5"	191
"Georgia"	"13"	"2015"	"2015"	"Friday"	"6"	182
"Georgia"	"13"	"2015"	"2015"	"Saturday"	"7"	216
"Hawaii"	"15"	"1999"	"1999"	"Sunday"	"1"	13
"Hawaii"	"15"	"1999"	"1999"	"Monday"	"2"	14
"Hawaii"	"15"	"1999"	"1999"	"Tuesday"	"3"	Suppressed
"Hawaii"	"15"	"1999"	"1999"	"Wednesday"	"4"	14
"Hawaii"	"15"	"1999"	"1999"	"Thursday"	"5"	Suppressed
"Hawaii"	"15"	"1999"	"1999"	"Friday"	"6"	10
"Hawaii"	"15"	"1999"	"1999"	"Saturday"	"7"	Suppressed
"Hawaii"	"15"	"2000"	"2000"	"Sunday"	"1"	11
"Hawaii"	"15"	"2000"	"2000"	"Monday"	"2"	13
"Hawaii"	"15"	"2000"	"2000"	"Tuesday"	"3"	Suppressed
"Hawaii"	"15"	"2000"	"2000"	"Wednesday"	"4"	Suppressed
"Hawaii"	"15"	"2000"	"2000"	"Thursday"	"5"	Suppressed
"Hawaii"	"15"	"2000"	"2000"	"Friday"	"6"	Suppressed
"Hawaii"	"15"	"2000"	"2000"	"Saturday"	"7"	Suppressed
"Hawaii"	"15"	"2001"	"2001"	"Sunday"	"1"	14
"Hawaii"	"15"	"2001"	"2001"	"Monday"	"2"	12
"Hawaii"	"15"	"2001"	"2001"	"Tuesday"	"3"	10
"Hawaii"	"15"	"2001"	"2001"	"Wednesday"	"4"	11
"Hawaii"	"15"	"2001"	"2001"	"Thursday"	"5"	Suppressed
"Hawaii"	"15"	"2001"	"2001"	"Friday"	"6"	11
"Hawaii"	"15"	"2001"	"2001"	"Saturday"	"7"	Suppressed
"Hawaii"	"15"	"2002"	"2002"	"Sunday"	"1"	18
"Hawaii"	"15"	"2002"	"2002"	"Monday"	"2"	Suppressed
"Hawaii"	"15"	"2002"	"2002"	"Tuesday"	"3"	11
"Hawaii"	"15"	"2002"	"2002"	"Wednesday"	"4"	13
"Hawaii"	"15"	"2002"	"2002"	"Thursday"	"5"	Suppressed
"Hawaii"	"15"	"2002"	"2002"	"Friday"	"6"	14
"Hawaii"	"15"	"2002"	"2002"	"Saturday"	"7"	Suppressed
"Hawaii"	"15"	"2003"	"2003"	"Sunday"	"1"	10
"Hawaii"	"15"	"2003"	"2003"	"Monday"	"2"	10
"Hawaii"	"15"	"2003"	"2003"	"Tuesday"	"3"	12
"Hawaii"	"15"	"2003"	"2003"	"Wednesday"	"4"	16
"Hawaii"	"15"	"2003"	"2003"	"Thursday"	"5"	18
"Hawaii"	"15"	"2003"	"2003"	"Friday"	"6"	13
"Hawaii"	"15"	"2003"	"2003"	"Saturday"	"7"	13
"Hawaii"	"15"	"2004"	"2004"	"Sunday"	"1"	14
"Hawaii"	"15"	"2004"	"2004"	"Monday"	"2"	12
"Hawaii"	"15"	"2004"	"2004"	"Tuesday"	"3"	16
"Hawaii"	"15"	"2004"	"2004"	"Wednesday"	"4"	14
"Hawaii"	"15"	"2004"	"2004"	"Thursday"	"5"	20
"Hawaii"	"15"	"2004"	"2004"	"Friday"	"6"	14
"Hawaii"	"15"	"2004"	"2004"	"Saturday"	"7"	13
"Hawaii"	"15"	"2005"	"2005"	"Sunday"	"1"	23
"Hawaii"	"15"	"2005"	"2005"	"Monday"	"2"	12
"Hawaii"	"15"	"2005"	"2005"	"Tuesday"	"3"	18
"Hawaii"	"15"	"2005"	"2005"	"Wednesday"	"4"	20
"Hawaii"	"15"	"2005"	"2005"	"Thursday"	"5"	16
"Hawaii"	"15"	"2005"	"2005"	"Friday"	"6"	19
"Hawaii"	"15"	"2005"	"2005"	"Saturday"	"7"	18
"Hawaii"	"15"	"2006"	"2006"	"Sunday"	"1"	14
"Hawaii"	"15"	"2006"	"2006"	"Monday"	"2"	14
"Hawaii"	"15"	"2006"	"2006"	"Tuesday"	"3"	13
"Hawaii"	"15"	"2006"	"2006"	"Wednesday"	"4"	Suppressed
"Hawaii"	"15"	"2006"	"2006"	"Thursday"	"5"	10
"Hawaii"	"15"	"2006"	"2006"	"Friday"	"6"	10
"Hawaii"	"15"	"2006"	"2006"	"Saturday"	"7"	15
"Hawaii"	"15"	"2007"	"2007"	"Sunday"	"1"	27
"Hawaii"	"15"	"2007"	"2007"	"Monday"	"2"	19
"Hawaii"	"15"	"2007"	"2007"	"Tuesday"	"3"	16
"Hawaii"	"15"	"2007"	"2007"	"Wednesday"	"4"	16
"Hawaii"	"15"	"2007"	"2007"	"Thursday"	"5"	13
"Hawaii"	"15"	"2007"	"2007"	"Friday"	"6"	26
"Hawaii"	"15"	"2007"	"2007"	"Saturday"	"7"	19
"Hawaii"	"15"	"2008"	"2008"	"Sunday"	"1"	27
"Hawaii"	"15"	"2008"	"2008"	"Monday"	"2"	15
"Hawaii"	"15"	"2008"	"2008"	"Tuesday"	"3"	10
"Hawaii"	"15"	"2008"	"2008"	"Wednesday"	"4"	16
"Hawaii"	"15"	"2008"	"2008"	"Thursday"	"5"	12
"Hawaii"	"15"	"2008"	"2008"	"Friday"	"6"	21
"Hawaii"	"15"	"2008"	"2008"	"Saturday"	"7"	21
"Hawaii"	"15"	"2009"	"2009"	"Sunday"	"1"	20
"Hawaii"	"15"	"2009"	"2009"	"Monday"	"2"	22
"Hawaii"	"15"	"2009"	"2009"	"Tuesday"	"3"	24
"Hawaii"	"15"	"2009"	"2009"	"Wednesday"	"4"	16
"Hawaii"	"15"	"2009"	"2009"	"Thursday"	"5"	20
"Hawaii"	"15"	"2009"	"2009"	"Friday"	"6"	16
"Hawaii"	"15"	"2009"	"2009"	"Saturday"	"7"	17
"Hawaii"	"15"	"2010"	"2010"	"Sunday"	"1"	30
"Hawaii"	"15"	"2010"	"2010"	"Monday"	"2"	19
"Hawaii"	"15"	"2010"	"2010"	"Tuesday"	"3"	27
"Hawaii"	"15"	"2010"	"2010"	"Wednesday"	"4"	15
"Hawaii"	"15"	"2010"	"2010"	"Thursday"	"5"	18
"Hawaii"	"15"	"2010"	"2010"	"Friday"	"6"	19
"Hawaii"	"15"	"2010"	"2010"	"Saturday"	"7"	23
"Hawaii"	"15"	"2011"	"2011"	"Sunday"	"1"	24
"Hawaii"	"15"	"2011"	"2011"	"Monday"	"2"	24
"Hawaii"	"15"	"2011"	"2011"	"Tuesday"	"3"	30
"Hawaii"	"15"	"2011"	"2011"	"Wednesday"	"4"	20
"Hawaii"	"15"	"2011"	"2011"	"Thursday"	"5"	23
"Hawaii"	"15"	"2011"	"2011"	"Friday"	"6"	34
"Hawaii"	"15"	"2011"	"2011"	"Saturday"	"7"	24
"Hawaii"	"15"	"2012"	"2012"	"Sunday"	"1"	22
"Hawaii"	"15"	"2012"	"2012"	"Monday"	"2"	22
"Hawaii"	"15"	"2012"	"2012"	"Tuesday"	"3"	21
"Hawaii"	"15"	"2012"	"2012"	"Wednesday"	"4"	18
"Hawaii"	"15"	"2012"	"2012"	"Thursday"	"5"	25
"Hawaii"	"15"	"2012"	"2012"	"Friday"	"6"	26
"Hawaii"	"15"	"2012"	"2012"	"Saturday"	"7"	20
"Hawaii"	"15"	"2013"	"2013"	"Sunday"	"1"	22
"Hawaii"	"15"	"2013"	"2013"	"Monday"	"2"	27
"Hawaii"	"15"	"2013"	"2013"	"Tuesday"	"3"	24
"Hawaii"	"15"	"2013"	"2013"	"Wednesday"	"4"	16
"Hawaii"	"15"	"2013"	"2013"	"Thursday"	"5"	20
"Hawaii"	"15"	"2013"	"2013"	"Friday"	"6"	29
"Hawaii"	"15"	"2013"	"2013"	"Saturday"	"7"	19
"Hawaii"	"15"	"2014"	"2014"	"Sunday"	"1"	24
"Hawaii"	"15"	"2014"	"2014"	"Monday"	"2"	21
"Hawaii"	"15"	"2014"	"2014"	"Tuesday"	"3"	27
"Hawaii"	"15"	"2014"	"2014"	"Wednesday"	"4"	19
"Hawaii"	"15"	"2014"	"2014"	"Thursday"	"5"	23
"Hawaii"	"15"	"2014"	"2014"	"Friday"	"6"	22
"Hawaii"	"15"	"2014"	"2014"	"Saturday"	"7"	19
"Hawaii"	"15"	"2015"	"2015"	"Sunday"	"1"	25
"Hawaii"	"15"	"2015"	"2015"	"Monday"	"2"	21
"Hawaii"	"15"	"2015"	"2015"	"Tuesday"	"3"	21
"Hawaii"	"15"	"2015"	"2015"	"Wednesday"	"4"	30
"Hawaii"	"15"	"2015"	"2015"	"Thursday"	"5"	17
"Hawaii"	"15"	"2015"	"2015"	"Friday"	"6"	27
"Hawaii"	"15"	"2015"	"2015"	"Saturday"	"7"	27
"Idaho"	"16"	"1999"	"1999"	"Sunday"	"1"	Suppressed
"Idaho"	"16"	"1999"	"1999"	"Monday"	"2"	13
"Idaho"	"16"	"1999"	"1999"	"Tuesday"	"3"	Suppressed
"Idaho"	"16"	"1999"	"1999"	"Wednesday"	"4"	Suppressed
"Idaho"	"16"	"1999"	"1999"	"Thursday"	"5"	10
"Idaho"	"16"	"1999"	"1999"	"Friday"	"6"	Suppressed
"Idaho"	"16"	"1999"	"1999"	"Saturday"	"7"	14
"Idaho"	"16"	"2000"	"2000"	"Sunday"	"1"	15
"Idaho"	"16"	"2000"	"2000"	"Monday"	"2"	Suppressed
"Idaho"	"16"	"2000"	"2000"	"Tuesday"	"3"	11
"Idaho"	"16"	"2000"	"2000"	"Wednesday"	"4"	Suppressed
"Idaho"	"16"	"2000"	"2000"	"Thursday"	"5"	11
"Idaho"	"16"	"2000"	"2000"	"Friday"	"6"	Suppressed
"Idaho"	"16"	"2000"	"2000"	"Saturday"	"7"	Suppressed
"Idaho"	"16"	"2001"	"2001"	"Sunday"	"1"	15
"Idaho"	"16"	"2001"	"2001"	"Monday"	"2"	16
"Idaho"	"16"	"2001"	"2001"	"Tuesday"	"3"	10
"Idaho"	"16"	"2001"	"2001"	"Wednesday"	"4"	14
"Idaho"	"16"	"2001"	"2001"	"Thursday"	"5"	15
"Idaho"	"16"	"2001"	"2001"	"Friday"	"6"	12
"Idaho"	"16"	"2001"	"2001"	"Saturday"	"7"	11
"Idaho"	"16"	"2002"	"2002"	"Sunday"	"1"	16
"Idaho"	"16"	"2002"	"2002"	"Monday"	"2"	Suppressed
"Idaho"	"16"	"2002"	"2002"	"Tuesday"	"3"	24
"Idaho"	"16"	"2002"	"2002"	"Wednesday"	"4"	Suppressed
"Idaho"	"16"	"2002"	"2002"	"Thursday"	"5"	16
"Idaho"	"16"	"2002"	"2002"	"Friday"	"6"	19
"Idaho"	"16"	"2002"	"2002"	"Saturday"	"7"	20
"Idaho"	"16"	"2003"	"2003"	"Sunday"	"1"	12
"Idaho"	"16"	"2003"	"2003"	"Monday"	"2"	Suppressed
"Idaho"	"16"	"2003"	"2003"	"Tuesday"	"3"	12
"Idaho"	"16"	"2003"	"2003"	"Wednesday"	"4"	12
"Idaho"	"16"	"2003"	"2003"	"Thursday"	"5"	16
"Idaho"	"16"	"2003"	"2003"	"Friday"	"6"	22
"Idaho"	"16"	"2003"	"2003"	"Saturday"	"7"	19
"Idaho"	"16"	"2004"	"2004"	"Sunday"	"1"	20
"Idaho"	"16"	"2004"	"2004"	"Monday"	"2"	Suppressed
"Idaho"	"16"	"2004"	"2004"	"Tuesday"	"3"	14
"Idaho"	"16"	"2004"	"2004"	"Wednesday"	"4"	16
"Idaho"	"16"	"2004"	"2004"	"Thursday"	"5"	Suppressed
"Idaho"	"16"	"2004"	"2004"	"Friday"	"6"	10
"Idaho"	"16"	"2004"	"2004"	"Saturday"	"7"	18
"Idaho"	"16"	"2005"	"2005"	"Sunday"	"1"	15
"Idaho"	"16"	"2005"	"2005"	"Monday"	"2"	12
"Idaho"	"16"	"2005"	"2005"	"Tuesday"	"3"	15
"Idaho"	"16"	"2005"	"2005"	"Wednesday"	"4"	16
"Idaho"	"16"	"2005"	"2005"	"Thursday"	"5"	12
"Idaho"	"16"	"2005"	"2005"	"Friday"	"6"	16
"Idaho"	"16"	"2005"	"2005"	"Saturday"	"7"	23
"Idaho"	"16"	"2006"	"2006"	"Sunday"	"1"	17
"Idaho"	"16"	"2006"	"2006"	"Monday"	"2"	18
"Idaho"	"16"	"2006"	"2006"	"Tuesday"	"3"	25
"Idaho"	"16"	"2006"	"2006"	"Wednesday"	"4"	12
"Idaho"	"16"	"2006"	"2006"	"Thursday"	"5"	17
"Idaho"	"16"	"2006"	"2006"	"Friday"	"6"	16
"Idaho"	"16"	"2006"	"2006"	"Saturday"	"7"	21
"Idaho"	"16"	"2007"	"2007"	"Sunday"	"1"	15
"Idaho"	"16"	"2007"	"2007"	"Monday"	"2"	17
"Idaho"	"16"	"2007"	"2007"	"Tuesday"	"3"	12
"Idaho"	"16"	"2007"	"2007"	"Wednesday"	"4"	15
"Idaho"	"16"	"2007"	"2007"	"Thursday"	"5"	16
"Idaho"	"16"	"2007"	"2007"	"Friday"	"6"	26
"Idaho"	"16"	"2007"	"2007"	"Saturday"	"7"	23
"Idaho"	"16"	"2008"	"2008"	"Sunday"	"1"	22
"Idaho"	"16"	"2008"	"2008"	"Monday"	"2"	14
"Idaho"	"16"	"2008"	"2008"	"Tuesday"	"3"	21
"Idaho"	"16"	"2008"	"2008"	"Wednesday"	"4"	21
"Idaho"	"16"	"2008"	"2008"	"Thursday"	"5"	15
"Idaho"	"16"	"2008"	"2008"	"Friday"	"6"	20
"Idaho"	"16"	"2008"	"2008"	"Saturday"	"7"	31
"Idaho"	"16"	"2009"	"2009"	"Sunday"	"1"	32
"Idaho"	"16"	"2009"	"2009"	"Monday"	"2"	23
"Idaho"	"16"	"2009"	"2009"	"Tuesday"	"3"	16
"Idaho"	"16"	"2009"	"2009"	"Wednesday"	"4"	24
"Idaho"	"16"	"2009"	"2009"	"Thursday"	"5"	19
"Idaho"	"16"	"2009"	"2009"	"Friday"	"6"	27
"Idaho"	"16"	"2009"	"2009"	"Saturday"	"7"	28
"Idaho"	"16"	"2010"	"2010"	"Sunday"	"1"	25
"Idaho"	"16"	"2010"	"2010"	"Monday"	"2"	22
"Idaho"	"16"	"2010"	"2010"	"Tuesday"	"3"	20
"Idaho"	"16"	"2010"	"2010"	"Wednesday"	"4"	24
"Idaho"	"16"	"2010"	"2010"	"Thursday"	"5"	28
"Idaho"	"16"	"2010"	"2010"	"Friday"	"6"	30
"Idaho"	"16"	"2010"	"2010"	"Saturday"	"7"	28
"Idaho"	"16"	"2011"	"2011"	"Sunday"	"1"	30
"Idaho"	"16"	"2011"	"2011"	"Monday"	"2"	26
"Idaho"	"16"	"2011"	"2011"	"Tuesday"	"3"	24
"Idaho"	"16"	"2011"	"2011"	"Wednesday"	"4"	40
"Idaho"	"16"	"2011"	"2011"	"Thursday"	"5"	23
"Idaho"	"16"	"2011"	"2011"	"Friday"	"6"	25
"Idaho"	"16"	"2011"	"2011"	"Saturday"	"7"	23
"Idaho"	"16"	"2012"	"2012"	"Sunday"	"1"	21
"Idaho"	"16"	"2012"	"2012"	"Monday"	"2"	19
"Idaho"	"16"	"2012"	"2012"	"Tuesday"	"3"	27
"Idaho"	"16"	"2012"	"2012"	"Wednesday"	"4"	31
"Idaho"	"16"	"2012"	"2012"	"Thursday"	"5"	25
"Idaho"	"16"	"2012"	"2012"	"Friday"	"6"	25
"Idaho"	"16"	"2012"	"2012"	"Saturday"	"7"	32
"Idaho"	"16"	"2013"	"2013"	"Sunday"	"1"	30
"Idaho"	"16"	"2013"	"2013"	"Monday"	"2"	33
"Idaho"	"16"	"2013"	"2013"	"Tuesday"	"3"	31
"Idaho"	"16"	"2013"	"2013"	"Wednesday"	"4"	30
"Idaho"	"16"	"2013"	"2013"	"Thursday"	"5"	32
"Idaho"	"16"	"2013"	"2013"	"Friday"	"6"	21
"Idaho"	"16"	"2013"	"2013"	"Saturday"	"7"	28
"Idaho"	"16"	"2014"	"2014"	"Sunday"	"1"	28
"Idaho"	"16"	"2014"	"2014"	"Monday"	"2"	24
"Idaho"	"16"	"2014"	"2014"	"Tuesday"	"3"	27
"Idaho"	"16"	"2014"	"2014"	"Wednesday"	"4"	33
"Idaho"	"16"	"2014"	"2014"	"Thursday"	"5"	30
"Idaho"	"16"	"2014"	"2014"	"Friday"	"6"	22
"Idaho"	"16"	"2014"	"2014"	"Saturday"	"7"	45
"Idaho"	"16"	"2015"	"2015"	"Sunday"	"1"	24
"Idaho"	"16"	"2015"	"2015"	"Monday"	"2"	39
"Idaho"	"16"	"2015"	"2015"	"Tuesday"	"3"	25
"Idaho"	"16"	"2015"	"2015"	"Wednesday"	"4"	39
"Idaho"	"16"	"2015"	"2015"	"Thursday"	"5"	21
"Idaho"	"16"	"2015"	"2015"	"Friday"	"6"	39
"Idaho"	"16"	"2015"	"2015"	"Saturday"	"7"	29
"Illinois"	"17"	"1999"	"1999"	"Sunday"	"1"	110
"Illinois"	"17"	"1999"	"1999"	"Monday"	"2"	104
"Illinois"	"17"	"1999"	"1999"	"Tuesday"	"3"	120
"Illinois"	"17"	"1999"	"1999"	"Wednesday"	"4"	108
"Illinois"	"17"	"1999"	"1999"	"Thursday"	"5"	104
"Illinois"	"17"	"1999"	"1999"	"Friday"	"6"	119
"Illinois"	"17"	"1999"	"1999"	"Saturday"	"7"	140
