	State	State Code	Year	Year Code	Deaths	Population	Crude Rate	Row	Space
476	Nevada	32	1999	1999	220	1934718	11.4	3	2
477	Nevada	32	2000	2000	267	1998257	13.4	3	2
478	Nevada	32	2001	2001	259	2098399	12.3	3	2
479	Nevada	32	2002	2002	310	2173791	14.3	3	2
480	Nevada	32	2003	2003	337	2248850	15.0	3	2
481	Nevada	32	2004	2004	375	2346222	16.0	3	2
482	Nevada	32	2005	2005	450	2432143	18.5	3	2
483	Nevada	32	2006	2006	458	2522658	18.2	3	2
484	Nevada	32	2007	2007	487	2601072	18.7	3	2
485	Nevada	32	2008	2008	511	2653630	19.3	3	2
486	Nevada	32	2009	2009	543	2684665	20.2	3	2
487	Nevada	32	2010	2010	570	2700551	21.1	3	2
488	Nevada	32	2011	2011	632	2723322	23.2	3	2
489	Nevada	32	2012	2012	597	2758931	21.6	3	2
490	Nevada	32	2013	2013	613	2790136	22.0	3	2
491	Nevada	32	2014	2014	540	2839099	19.0	3	2
492	Nevada	32	2015	2015	612	2890845	21.2	3	2
493	New Hampshire	33	1999	1999	54	1222014	4.4	1	11
494	New Hampshire	33	2000	2000	42	1235786	3.4	1	11
495	New Hampshire	33	2001	2001	76	1255517	6.1	1	11
496	New Hampshire	33	2002	2002	108	1269089	8.5	1	11
497	New Hampshire	33	2003	2003	125	1279840	9.8	1	11
498	New Hampshire	33	2004	2004	123	1290121	9.5	1	11
499	New Hampshire	33	2005	2005	138	1298492	10.6	1	11
500	New Hampshire	33	2006	2006	145	1308389	11.1	1	11
501	New Hampshire	33	2007	2007	182	1312540	13.9	1	11
502	New Hampshire	33	2008	2008	124	1315906	9.4	1	11
503	New Hampshire	33	2009	2009	165	1316102	12.5	1	11
504	New Hampshire	33	2010	2010	157	1316470	11.9	1	11
505	New Hampshire	33	2011	2011	209	1318194	15.9	1	11
506	New Hampshire	33	2012	2012	172	1320718	13.0	1	11
507	New Hampshire	33	2013	2013	201	1323459	15.2	1	11
508	New Hampshire	33	2014	2014	334	1326813	25.2	1	11
509	New Hampshire	33	2015	2015	421	1330608	31.6	1	11
510	New Jersey	34	1999	1999	550	8359592	6.6	3	9
511	New Jersey	34	2000	2000	634	8414350	7.5	3	9
512	New Jersey	34	2001	2001	697	8492671	8.2	3	9
513	New Jersey	34	2002	2002	802	8552643	9.4	3	9
514	New Jersey	34	2003	2003	711	8601402	8.3	3	9
515	New Jersey	34	2004	2004	579	8634561	6.7	3	9
516	New Jersey	34	2005	2005	811	8651974	9.4	3	9
517	New Jersey	34	2006	2006	837	8661679	9.7	3	9
518	New Jersey	34	2007	2007	715	8677885	8.2	3	9
519	New Jersey	34	2008	2008	692	8711090	7.9	3	9
520	New Jersey	34	2009	2009	262	8755602	3.0	3	9
521	New Jersey	34	2010	2010	850	8791894	9.7	3	9
522	New Jersey	34	2011	2011	1001	8821155	11.3	3	9
523	New Jersey	34	2012	2012	1206	8864590	13.6	3	9
524	New Jersey	34	2013	2013	1289	8899339	14.5	3	9
525	New Jersey	34	2014	2014	1242	8938175	13.9	3	9
526	New Jersey	34	2015	2015	1444	8958013	16.1	3	9
527	New Mexico	35	1999	1999	258	1808082	14.3	5	3
528	New Mexico	35	2000	2000	262	1819046	14.4	5	3
529	New Mexico	35	2001	2001	255	1831690	13.9	5	3
530	New Mexico	35	2002	2002	282	1855309	15.2	5	3
531	New Mexico	35	2003	2003	352	1877574	18.7	5	3
532	New Mexico	35	2004	2004	309	1903808	16.2	5	3
533	New Mexico	35	2005	2005	370	1932274	19.1	5	3
534	New Mexico	35	2006	2006	417	1962137	21.3	5	3
535	New Mexico	35	2007	2007	457	1990070	23.0	5	3
536	New Mexico	35	2008	2008	513	2010662	25.5	5	3
537	New Mexico	35	2009	2009	431	2036802	21.2	5	3
538	New Mexico	35	2010	2010	471	2059179	22.9	5	3
539	New Mexico	35	2011	2011	525	2082224	25.2	5	3
540	New Mexico	35	2012	2012	486	2085538	23.3	5	3
541	New Mexico	35	2013	2013	454	2085287	21.8	5	3
542	New Mexico	35	2014	2014	539	2085572	25.8	5	3
543	New Mexico	35	2015	2015	496	2085109	23.8	5	3
544	New York	36	1999	1999	944	18882725	5.0	2	9
545	New York	36	2000	2000	749	18976457	3.9	2	9
546	New York	36	2001	2001	1051	19082838	5.5	2	9
547	New York	36	2002	2002	905	19137800	4.7	2	9
548	New York	36	2003	2003	942	19175939	4.9	2	9
549	New York	36	2004	2004	814	19171567	4.2	2	9
550	New York	36	2005	2005	927	19132610	4.8	2	9
551	New York	36	2006	2006	1655	19104631	8.7	2	9
552	New York	36	2007	2007	1679	19132335	8.8	2	9
553	New York	36	2008	2008	1653	19212436	8.6	2	9
554	New York	36	2009	2009	1565	19307066	8.1	2	9
555	New York	36	2010	2010	1537	19378102	7.9	2	9
556	New York	36	2011	2011	1920	19465197	9.9	2	9
557	New York	36	2012	2012	2081	19570261	10.6	2	9
558	New York	36	2013	2013	2285	19651127	11.6	2	9
559	New York	36	2014	2014	2277	19746227	11.5	2	9
560	New York	36	2015	2015	2723	19795791	13.8	2	9
561	North Carolina	37	1999	1999	355	7949361	4.5	5	7
562	North Carolina	37	2000	2000	477	8049313	5.9	5	7
563	North Carolina	37	2001	2001	532	8210122	6.5	5	7
564	North Carolina	37	2002	2002	635	8326201	7.6	5	7
565	North Carolina	37	2003	2003	738	8422501	8.8	5	7
566	North Carolina	37	2004	2004	836	8553152	9.8	5	7
567	North Carolina	37	2005	2005	977	8705407	11.2	5	7
568	North Carolina	37	2006	2006	1047	8917270	11.7	5	7
569	North Carolina	37	2007	2007	1063	9118037	11.7	5	7
570	North Carolina	37	2008	2008	1177	9309449	12.6	5	7
571	North Carolina	37	2009	2009	1174	9449566	12.4	5	7
572	North Carolina	37	2010	2010	1076	9535483	11.3	5	7
573	North Carolina	37	2011	2011	1249	9656401	12.9	5	7
574	North Carolina	37	2012	2012	1283	9752073	13.2	5	7
575	North Carolina	37	2013	2013	1246	9848060	12.7	5	7
576	North Carolina	37	2014	2014	1344	9943964	13.5	5	7
577	North Carolina	37	2015	2015	1555	10042802	15.5	5	7
578	North Dakota	38	1999	1999	11	644259	2.0	2	4
579	North Dakota	38	2000	2000	14	642200	2.0	2	4
580	North Dakota	38	2001	2001	14	639062	2.0	2	4
581	North Dakota	38	2002	2002	16	638168	2.0	2	4
582	North Dakota	38	2003	2003	21	638817	3.3	2	4
583	North Dakota	38	2004	2004	16	644705	2.0	2	4
584	North Dakota	38	2005	2005	12	646089	2.0	2	4
585	North Dakota	38	2006	2006	13	649422	2.0	2	4
586	North Dakota	38	2007	2007	31	652822	4.7	2	4
587	North Dakota	38	2008	2008	44	657569	6.7	2	4
588	North Dakota	38	2009	2009	27	664968	4.1	2	4
589	North Dakota	38	2010	2010	23	672591	3.4	2	4
590	North Dakota	38	2011	2011	16	683932	2.0	2	4
591	North Dakota	38	2012	2012	21	699628	3.0	2	4
592	North Dakota	38	2013	2013	20	723393	2.8	2	4
593	North Dakota	38	2014	2014	42	739482	5.7	2	4
594	North Dakota	38	2015	2015	61	756927	8.1	2	4
595	Ohio	39	1999	1999	453	11335454	4.0	3	7
596	Ohio	39	2000	2000	554	11353140	4.9	3	7
597	Ohio	39	2001	2001	715	11387404	6.3	3	7
598	Ohio	39	2002	2002	901	11407889	7.9	3	7
599	Ohio	39	2003	2003	759	11434788	6.6	3	7
600	Ohio	39	2004	2004	1113	11452251	9.7	3	7
601	Ohio	39	2005	2005	1216	11463320	10.6	3	7
602	Ohio	39	2006	2006	1500	11481213	13.1	3	7
603	Ohio	39	2007	2007	1568	11500468	13.6	3	7
604	Ohio	39	2008	2008	1702	11515391	14.8	3	7
605	Ohio	39	2009	2009	1225	11528896	10.6	3	7
606	Ohio	39	2010	2010	1823	11536504	15.8	3	7
607	Ohio	39	2011	2011	2011	11544951	17.4	3	7
608	Ohio	39	2012	2012	2114	11544225	18.3	3	7
609	Ohio	39	2013	2013	2338	11570808	20.2	3	7
610	Ohio	39	2014	2014	2730	11594163	23.5	3	7
611	Ohio	39	2015	2015	3300	11613423	28.4	3	7
612	Oklahoma	40	1999	1999	175	3437147	5.1	6	4
613	Oklahoma	40	2000	2000	229	3450654	6.6	6	4
614	Oklahoma	40	2001	2001	263	3467100	7.6	6	4
615	Oklahoma	40	2002	2002	235	3489080	6.7	6	4
616	Oklahoma	40	2003	2003	390	3504892	11.1	6	4
617	Oklahoma	40	2004	2004	470	3525233	13.3	6	4
618	Oklahoma	40	2005	2005	466	3548597	13.1	6	4
619	Oklahoma	40	2006	2006	556	3594090	15.5	6	4
620	Oklahoma	40	2007	2007	650	3634349	17.9	6	4
621	Oklahoma	40	2008	2008	555	3668976	15.1	6	4
622	Oklahoma	40	2009	2009	754	3717572	20.3	6	4
623	Oklahoma	40	2010	2010	713	3751351	19.0	6	4
624	Oklahoma	40	2011	2011	698	3791508	18.4	6	4
625	Oklahoma	40	2012	2012	759	3814820	19.9	6	4
626	Oklahoma	40	2013	2013	784	3850568	20.4	6	4
627	Oklahoma	40	2014	2014	772	3878051	19.9	6	4
628	Oklahoma	40	2015	2015	716	3911338	18.3	6	4
629	Oregon	41	1999	1999	207	3393941	6.1	3	1
630	Oregon	41	2000	2000	203	3421399	5.9	3	1
631	Oregon	41	2001	2001	234	3467937	6.7	3	1
632	Oregon	41	2002	2002	312	3513424	8.9	3	1
633	Oregon	41	2003	2003	351	3547376	9.9	3	1
634	Oregon	41	2004	2004	356	3569463	10.0	3	1
635	Oregon	41	2005	2005	374	3613202	10.4	3	1
636	Oregon	41	2006	2006	478	3670883	13.0	3	1
637	Oregon	41	2007	2007	492	3722417	13.2	3	1
638	Oregon	41	2008	2008	443	3768748	11.8	3	1
639	Oregon	41	2009	2009	498	3808600	13.1	3	1
640	Oregon	41	2010	2010	496	3831074	12.9	3	1
641	Oregon	41	2011	2011	526	3871859	13.6	3	1
642	Oregon	41	2012	2012	484	3899353	12.4	3	1
643	Oregon	41	2013	2013	445	3930065	11.3	3	1
644	Oregon	41	2014	2014	517	3970239	13.0	3	1
645	Oregon	41	2015	2015	502	4028977	12.5	3	1
646	Pennsylvania	42	1999	1999	980	12263805	8.0	3	8
647	Pennsylvania	42	2000	2000	1134	12281054	9.2	3	8
648	Pennsylvania	42	2001	2001	942	12298970	7.7	3	8
649	Pennsylvania	42	2002	2002	1081	12331031	8.8	3	8
650	Pennsylvania	42	2003	2003	1366	12374658	11.0	3	8
651	Pennsylvania	42	2004	2004	1524	12410722	12.3	3	8
652	Pennsylvania	42	2005	2005	1599	12449990	12.8	3	8
653	Pennsylvania	42	2006	2006	1612	12510809	12.9	3	8
654	Pennsylvania	42	2007	2007	1712	12563937	13.6	3	8
655	Pennsylvania	42	2008	2008	1827	12612285	14.5	3	8
656	Pennsylvania	42	2009	2009	1890	12666858	14.9	3	8
657	Pennsylvania	42	2010	2010	1897	12702379	14.9	3	8
658	Pennsylvania	42	2011	2011	2272	12742886	17.8	3	8
659	Pennsylvania	42	2012	2012	2346	12763536	18.4	3	8
660	Pennsylvania	42	2013	2013	2409	12773801	18.9	3	8
661	Pennsylvania	42	2014	2014	2710	12787209	21.2	3	8
662	Pennsylvania	42	2015	2015	3244	12802503	25.3	3	8
663	Rhode Island	44	1999	1999	55	1040402	5.3	2	10
664	Rhode Island	44	2000	2000	71	1048319	6.8	2	10
665	Rhode Island	44	2001	2001	109	1057142	10.3	2	10
666	Rhode Island	44	2002	2002	96	1065995	9.0	2	10
667	Rhode Island	44	2003	2003	140	1071342	13.1	2	10
668	Rhode Island	44	2004	2004	102	1074579	9.5	2	10
669	Rhode Island	44	2005	2005	154	1067916	14.4	2	10
670	Rhode Island	44	2006	2006	174	1063096	16.4	2	10
671	Rhode Island	44	2007	2007	132	1057315	12.5	2	10
672	Rhode Island	44	2008	2008	179	1055003	17.0	2	10
673	Rhode Island	44	2009	2009	157	1053646	14.9	2	10
674	Rhode Island	44	2010	2010	165	1052567	15.7	2	10
675	Rhode Island	44	2011	2011	190	1051302	18.1	2	10
676	Rhode Island	44	2012	2012	193	1050292	18.4	2	10
677	Rhode Island	44	2013	2013	240	1051511	22.8	2	10
678	Rhode Island	44	2014	2014	246	1055173	23.3	2	10
679	Rhode Island	44	2015	2015	308	1056298	29.2	2	10
680	South Carolina	45	1999	1999	144	3974682	3.6	5	8
681	South Carolina	45	2000	2000	250	4012012	6.2	5	8
682	South Carolina	45	2001	2001	236	4064995	5.8	5	8
683	South Carolina	45	2002	2002	210	4107795	5.1	5	8
684	South Carolina	45	2003	2003	281	4150297	6.8	5	8
685	South Carolina	45	2004	2004	352	4210921	8.4	5	8
686	South Carolina	45	2005	2005	419	4270150	9.8	5	8
687	South Carolina	45	2006	2006	544	4357847	12.5	5	8
688	South Carolina	45	2007	2007	535	4444110	12.0	5	8
689	South Carolina	45	2008	2008	558	4528996	12.3	5	8
690	South Carolina	45	2009	2009	608	4589872	13.2	5	8
691	South Carolina	45	2010	2010	674	4625364	14.6	5	8
692	South Carolina	45	2011	2011	611	4679230	13.1	5	8
693	South Carolina	45	2012	2012	579	4723723	12.3	5	8
694	South Carolina	45	2013	2013	614	4774839	12.9	5	8
695	South Carolina	45	2014	2014	695	4832482	14.4	5	8
696	South Carolina	45	2015	2015	754	4896146	15.4	5	8
697	South Dakota	46	1999	1999	17	750412	2.0	3	4
698	South Dakota	46	2000	2000	17	754844	2.0	3	4
699	South Dakota	46	2001	2001	23	757972	3.0	3	4
700	South Dakota	46	2002	2002	22	760020	2.9	3	4
701	South Dakota	46	2003	2003	22	763729	2.9	3	4
702	South Dakota	46	2004	2004	43	770396	5.6	3	4
703	South Dakota	46	2005	2005	39	775493	5.0	3	4
704	South Dakota	46	2006	2006	37	783033	4.7	3	4
705	South Dakota	46	2007	2007	31	791623	3.9	3	4
706	South Dakota	46	2008	2008	52	799124	6.5	3	4
707	South Dakota	46	2009	2009	48	807067	5.9	3	4
708	South Dakota	46	2010	2010	45	814180	5.5	3	4
709	South Dakota	46	2011	2011	54	824082	6.6	3	4
710	South Dakota	46	2012	2012	41	833354	4.9	3	4
711	South Dakota	46	2013	2013	55	844877	6.5	3	4
712	South Dakota	46	2014	2014	61	853175	7.1	3	4
713	South Dakota	46	2015	2015	62	858469	7.2	3	4
714	Tennessee	47	1999	1999	338	5638706	6.0	5	6
715	Tennessee	47	2000	2000	381	5689283	6.7	5	6
716	Tennessee	47	2001	2001	406	5750789	7.1	5	6
717	Tennessee	47	2002	2002	481	5795918	8.3	5	6
718	Tennessee	47	2003	2003	647	5847812	11.1	5	6
719	Tennessee	47	2004	2004	744	5910809	12.6	5	6
720	Tennessee	47	2005	2005	860	5991057	14.4	5	6
721	Tennessee	47	2006	2006	960	6088766	15.8	5	6
722	Tennessee	47	2007	2007	969	6175727	15.7	5	6
723	Tennessee	47	2008	2008	920	6247411	14.7	5	6
724	Tennessee	47	2009	2009	949	6306019	15.0	5	6
725	Tennessee	47	2010	2010	1063	6346105	16.8	5	6
726	Tennessee	47	2011	2011	1075	6403353	16.8	5	6
727	Tennessee	47	2012	2012	1118	6456243	17.3	5	6
728	Tennessee	47	2013	2013	1177	6495978	18.1	5	6
729	Tennessee	47	2014	2014	1253	6549352	19.1	5	6
730	Tennessee	47	2015	2015	1446	6600299	21.9	5	6
731	Texas	48	1999	1999	1062	20558220	5.2	7	4
732	Texas	48	2000	2000	990	20851820	4.7	7	4
733	Texas	48	2001	2001	1345	21319622	6.3	7	4
734	Texas	48	2002	2002	1553	21690325	7.2	7	4
735	Texas	48	2003	2003	1724	22030931	7.8	7	4
736	Texas	48	2004	2004	1784	22394023	8.0	7	4
737	Texas	48	2005	2005	1870	22778123	8.2	7	4
738	Texas	48	2006	2006	2145	23359580	9.2	7	4
739	Texas	48	2007	2007	2159	23831983	9.1	7	4
740	Texas	48	2008	2008	2008	24309039	8.3	7	4
741	Texas	48	2009	2009	2376	24801761	9.6	7	4
742	Texas	48	2010	2010	2354	25145561	9.4	7	4
743	Texas	48	2011	2011	2548	25674681	9.9	7	4
744	Texas	48	2012	2012	2415	26059203	9.3	7	4
745	Texas	48	2013	2013	2416	26448193	9.1	7	4
746	Texas	48	2014	2014	2578	26956958	9.6	7	4
747	Texas	48	2015	2015	2562	27469114	9.3	7	4
748	Utah	49	1999	1999	203	2203482	9.2	4	2
749	Utah	49	2000	2000	205	2233169	9.2	4	2
750	Utah	49	2001	2001	203	2283715	8.9	4	2
751	Utah	49	2002	2002	288	2324815	12.4	4	2
752	Utah	49	2003	2003	346	2360137	14.7	4	2
753	Utah	49	2004	2004	350	2401580	14.6	4	2
754	Utah	49	2005	2005	432	2457719	17.6	4	2
755	Utah	49	2006	2006	436	2525507	17.3	4	2
756	Utah	49	2007	2007	501	2597746	19.3	4	2
757	Utah	49	2008	2008	459	2663029	17.2	4	2
758	Utah	49	2009	2009	476	2723421	17.5	4	2
759	Utah	49	2010	2010	427	2763885	15.4	4	2
760	Utah	49	2011	2011	502	2817222	17.8	4	2
761	Utah	49	2012	2012	596	2855287	20.9	4	2
762	Utah	49	2013	2013	586	2900872	20.2	4	2
763	Utah	49	2014	2014	602	2942902	20.5	4	2
764	Utah	49	2015	2015	641	2995919	21.4	4	2
765	Vermont	50	1999	1999	29	604683	4.8	1	10
766	Vermont	50	2000	2000	34	608827	5.6	1	10
767	Vermont	50	2001	2001	44	612223	7.2	1	10
768	Vermont	50	2002	2002	47	615442	7.6	1	10
769	Vermont	50	2003	2003	63	617858	10.2	1	10
770	Vermont	50	2004	2004	47	619920	7.6	1	10
771	Vermont	50	2005	2005	50	621215	8.0	1	10
772	Vermont	50	2006	2006	73	622892	11.7	1	10
773	Vermont	50	2007	2007	65	623481	10.4	1	10
774	Vermont	50	2008	2008	73	624151	11.7	1	10
775	Vermont	50	2009	2009	55	624817	8.8	1	10
776	Vermont	50	2010	2010	63	625741	10.1	1	10
777	Vermont	50	2011	2011	82	626431	13.1	1	10
778	Vermont	50	2012	2012	70	626011	11.2	1	10
779	Vermont	50	2013	2013	92	626630	14.7	1	10
780	Vermont	50	2014	2014	80	626562	12.8	1	10
781	Vermont	50	2015	2015	99	626042	15.8	1	10
782	Virginia	51	1999	1999	350	7000174	5.0	4	8
783	Virginia	51	2000	2000	395	7078515	5.6	4	8
784	Virginia	51	2001	2001	452	7198362	6.3	4	8
785	Virginia	51	2002	2002	490	7286873	6.7	4	8
786	Virginia	51	2003	2003	536	7366977	7.3	4	8
787	Virginia	51	2004	2004	547	7475575	7.3	4	8
788	Virginia	51	2005	2005	562	7577105	7.4	4	8
789	Virginia	51	2006	2006	621	7673725	8.1	4	8
790	Virginia	51	2007	2007	694	7751000	9.0	4	8
791	Virginia	51	2008	2008	703	7833496	9.0	4	8
792	Virginia	51	2009	2009	673	7925937	8.5	4	8
793	Virginia	51	2010	2010	549	8001024	6.9	4	8
794	Virginia	51	2011	2011	789	8096604	9.7	4	8
795	Virginia	51	2012	2012	725	8185867	8.9	4	8
796	Virginia	51	2013	2013	840	8260405	10.2	4	8
797	Virginia	51	2014	2014	973	8326289	11.7	4	8
798	Virginia	51	2015	2015	1032	8382993	12.3	4	8
799	Washington	53	1999	1999	542	5842564	9.3	2	1
800	Washington	53	2000	2000	542	5894121	9.2	2	1
801	Washington	53	2001	2001	485	5985722	8.1	2	1
802	Washington	53	2002	2002	632	6052349	10.4	2	1
803	Washington	53	2003	2003	689	6104115	11.3	2	1
804	Washington	53	2004	2004	794	6178645	12.9	2	1
805	Washington	53	2005	2005	838	6257305	13.4	2	1
806	Washington	53	2006	2006	886	6370753	13.9	2	1
807	Washington	53	2007	2007	940	6461587	14.5	2	1
808	Washington	53	2008	2008	997	6562231	15.2	2	1
809	Washington	53	2009	2009	980	6667426	14.7	2	1
810	Washington	53	2010	2010	904	6724540	13.4	2	1
811	Washington	53	2011	2011	988	6830038	14.5	2	1
812	Washington	53	2012	2012	973	6897012	14.1	2	1
813	Washington	53	2013	2013	952	6971406	13.7	2	1
814	Washington	53	2014	2014	974	7061530	13.8	2	1
815	Washington	53	2015	2015	1083	7170351	15.1	2	1
816	West Virginia	54	1999	1999	72	1811799	4.0	4	7
817	West Virginia	54	2000	2000	111	1808344	6.1	4	7
818	West Virginia	54	2001	2001	204	1801481	11.3	4	7
819	West Virginia	54	2002	2002	227	1805414	12.6	4	7
820	West Virginia	54	2003	2003	259	1812295	14.3	4	7
821	West Virginia	54	2004	2004	332	1816438	18.3	4	7
822	West Virginia	54	2005	2005	181	1820492	9.9	4	7
823	West Virginia	54	2006	2006	358	1827912	19.6	4	7
824	West Virginia	54	2007	2007	394	1834052	21.5	4	7
825	West Virginia	54	2008	2008	449	1840310	24.4	4	7
826	West Virginia	54	2009	2009	223	1847775	12.1	4	7
827	West Virginia	54	2010	2010	510	1852994	27.5	4	7
828	West Virginia	54	2011	2011	631	1855364	34.0	4	7
829	West Virginia	54	2012	2012	556	1855413	30.0	4	7
830	West Virginia	54	2013	2013	566	1854304	30.5	4	7
831	West Virginia	54	2014	2014	626	1850326	33.8	4	7
832	West Virginia	54	2015	2015	723	1844128	39.2	4	7
833	Wisconsin	55	1999	1999	203	5332666	3.8	2	7
834	Wisconsin	55	2000	2000	244	5363675	4.5	2	7
835	Wisconsin	55	2001	2001	253	5406835	4.7	2	7
836	Wisconsin	55	2002	2002	332	5445162	6.1	2	7
837	Wisconsin	55	2003	2003	373	5479203	6.8	2	7
838	Wisconsin	55	2004	2004	423	5514026	7.7	2	7
839	Wisconsin	55	2005	2005	505	5546166	9.1	2	7
840	Wisconsin	55	2006	2006	584	5577655	10.5	2	7
841	Wisconsin	55	2007	2007	610	5610775	10.9	2	7
842	Wisconsin	55	2008	2008	594	5640996	10.5	2	7
843	Wisconsin	55	2009	2009	623	5669264	11.0	2	7
844	Wisconsin	55	2010	2010	624	5686986	11.0	2	7
845	Wisconsin	55	2011	2011	694	5711767	12.2	2	7
846	Wisconsin	55	2012	2012	688	5726398	12.0	2	7
847	Wisconsin	55	2013	2013	855	5742713	14.9	2	7
848	Wisconsin	55	2014	2014	847	5757564	14.7	2	7
849	Wisconsin	55	2015	2015	869	5771337	15.1	2	7
850	Wyoming	56	1999	1999	19	491780	2.0	3	3
851	Wyoming	56	2000	2000	22	493782	4.5	3	3
852	Wyoming	56	2001	2001	21	494657	4.2	3	3
853	Wyoming	56	2002	2002	33	500017	6.6	3	3
854	Wyoming	56	2003	2003	27	503453	5.4	3	3
855	Wyoming	56	2004	2004	44	509106	8.6	3	3
856	Wyoming	56	2005	2005	25	514157	4.9	3	3
857	Wyoming	56	2006	2006	53	522667	10.1	3	3
858	Wyoming	56	2007	2007	62	534876	11.6	3	3
859	Wyoming	56	2008	2008	71	546043	13.0	3	3
860	Wyoming	56	2009	2009	59	559851	10.5	3	3
861	Wyoming	56	2010	2010	85	563626	15.1	3	3
862	Wyoming	56	2011	2011	84	568158	14.8	3	3
863	Wyoming	56	2012	2012	98	576412	17.0	3	3
864	Wyoming	56	2013	2013	96	582658	16.5	3	3
865	Wyoming	56	2014	2014	108	584153	18.5	3	3
866	Wyoming	56	2015	2015	96	586107	16.4	3	3
