"County"	"County Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
"Black Hawk County, IA"	"19013"	"White"	"2106-3"	90	1952871	4.6
"Boone County, IA"	"19015"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1412	Suppressed
"Boone County, IA"	"19015"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1557	Suppressed
"Boone County, IA"	"19015"	"Black or African American"	"2054-5"	Suppressed	4162	Suppressed
"Boone County, IA"	"19015"	"White"	"2106-3"	22	440730	5.0
"Bremer County, IA"	"19017"	"American Indian or Alaska Native"	"1002-5"	Suppressed	413	Suppressed
"Bremer County, IA"	"19017"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2970	Suppressed
"Bremer County, IA"	"19017"	"Black or African American"	"2054-5"	Suppressed	4024	Suppressed
"Bremer County, IA"	"19017"	"White"	"2106-3"	17	401057	Unreliable
"Buchanan County, IA"	"19019"	"American Indian or Alaska Native"	"1002-5"	Suppressed	766	Suppressed
"Buchanan County, IA"	"19019"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1566	Suppressed
"Buchanan County, IA"	"19019"	"Black or African American"	"2054-5"	Suppressed	2029	Suppressed
"Buchanan County, IA"	"19019"	"White"	"2106-3"	11	352296	Unreliable
"Buena Vista County, IA"	"19021"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1297	Suppressed
"Buena Vista County, IA"	"19021"	"Asian or Pacific Islander"	"A-PI"	Suppressed	20966	Suppressed
"Buena Vista County, IA"	"19021"	"Black or African American"	"2054-5"	Suppressed	7508	Suppressed
"Buena Vista County, IA"	"19021"	"White"	"2106-3"	Suppressed	314195	Suppressed
"Butler County, IA"	"19023"	"American Indian or Alaska Native"	"1002-5"	Suppressed	307	Suppressed
"Butler County, IA"	"19023"	"Asian or Pacific Islander"	"A-PI"	Suppressed	742	Suppressed
"Butler County, IA"	"19023"	"Black or African American"	"2054-5"	Suppressed	945	Suppressed
"Butler County, IA"	"19023"	"White"	"2106-3"	Suppressed	252759	Suppressed
"Calhoun County, IA"	"19025"	"American Indian or Alaska Native"	"1002-5"	Suppressed	412	Suppressed
"Calhoun County, IA"	"19025"	"Asian or Pacific Islander"	"A-PI"	Suppressed	454	Suppressed
"Calhoun County, IA"	"19025"	"Black or African American"	"2054-5"	Suppressed	1714	Suppressed
"Calhoun County, IA"	"19025"	"White"	"2106-3"	Suppressed	170808	Suppressed
"Carroll County, IA"	"19027"	"American Indian or Alaska Native"	"1002-5"	Suppressed	612	Suppressed
"Carroll County, IA"	"19027"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1605	Suppressed
"Carroll County, IA"	"19027"	"Black or African American"	"2054-5"	Suppressed	2291	Suppressed
"Carroll County, IA"	"19027"	"White"	"2106-3"	14	351013	Unreliable
"Cass County, IA"	"19029"	"American Indian or Alaska Native"	"1002-5"	Suppressed	613	Suppressed
"Cass County, IA"	"19029"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1078	Suppressed
"Cass County, IA"	"19029"	"Black or African American"	"2054-5"	Suppressed	1047	Suppressed
"Cass County, IA"	"19029"	"White"	"2106-3"	14	235606	Unreliable
"Cedar County, IA"	"19031"	"American Indian or Alaska Native"	"1002-5"	Suppressed	584	Suppressed
"Cedar County, IA"	"19031"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1505	Suppressed
"Cedar County, IA"	"19031"	"Black or African American"	"2054-5"	Suppressed	1568	Suppressed
"Cedar County, IA"	"19031"	"White"	"2106-3"	15	307699	Unreliable
"Cerro Gordo County, IA"	"19033"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1769	Suppressed
"Cerro Gordo County, IA"	"19033"	"Asian or Pacific Islander"	"A-PI"	Suppressed	6921	Suppressed
"Cerro Gordo County, IA"	"19033"	"Black or African American"	"2054-5"	Suppressed	11950	Suppressed
"Cerro Gordo County, IA"	"19033"	"White"	"2106-3"	48	738103	6.5
"Cherokee County, IA"	"19035"	"American Indian or Alaska Native"	"1002-5"	Suppressed	526	Suppressed
"Cherokee County, IA"	"19035"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1211	Suppressed
"Cherokee County, IA"	"19035"	"Black or African American"	"2054-5"	Suppressed	1553	Suppressed
"Cherokee County, IA"	"19035"	"White"	"2106-3"	Suppressed	205676	Suppressed
"Chickasaw County, IA"	"19037"	"American Indian or Alaska Native"	"1002-5"	Suppressed	160	Suppressed
"Chickasaw County, IA"	"19037"	"Asian or Pacific Islander"	"A-PI"	Suppressed	665	Suppressed
"Chickasaw County, IA"	"19037"	"Black or African American"	"2054-5"	Suppressed	908	Suppressed
"Chickasaw County, IA"	"19037"	"White"	"2106-3"	Suppressed	212651	Suppressed
"Clarke County, IA"	"19039"	"American Indian or Alaska Native"	"1002-5"	Suppressed	714	Suppressed
"Clarke County, IA"	"19039"	"Asian or Pacific Islander"	"A-PI"	Suppressed	741	Suppressed
"Clarke County, IA"	"19039"	"Black or African American"	"2054-5"	Suppressed	958	Suppressed
"Clarke County, IA"	"19039"	"White"	"2106-3"	Suppressed	154420	Suppressed
"Clay County, IA"	"19041"	"American Indian or Alaska Native"	"1002-5"	Suppressed	564	Suppressed
"Clay County, IA"	"19041"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2143	Suppressed
"Clay County, IA"	"19041"	"Black or African American"	"2054-5"	Suppressed	1741	Suppressed
"Clay County, IA"	"19041"	"White"	"2106-3"	Suppressed	281709	Suppressed
"Clayton County, IA"	"19043"	"American Indian or Alaska Native"	"1002-5"	Suppressed	493	Suppressed
"Clayton County, IA"	"19043"	"Asian or Pacific Islander"	"A-PI"	Suppressed	833	Suppressed
"Clayton County, IA"	"19043"	"Black or African American"	"2054-5"	Suppressed	1618	Suppressed
"Clayton County, IA"	"19043"	"White"	"2106-3"	16	306453	Unreliable
"Clinton County, IA"	"19045"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2687	Suppressed
"Clinton County, IA"	"19045"	"Asian or Pacific Islander"	"A-PI"	Suppressed	5210	Suppressed
"Clinton County, IA"	"19045"	"Black or African American"	"2054-5"	Suppressed	25403	Suppressed
"Clinton County, IA"	"19045"	"White"	"2106-3"	46	803667	5.7
"Crawford County, IA"	"19047"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2123	Suppressed
"Crawford County, IA"	"19047"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2889	Suppressed
"Crawford County, IA"	"19047"	"Black or African American"	"2054-5"	Suppressed	4486	Suppressed
"Crawford County, IA"	"19047"	"White"	"2106-3"	Suppressed	280172	Suppressed
"Dallas County, IA"	"19049"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2995	Suppressed
"Dallas County, IA"	"19049"	"Asian or Pacific Islander"	"A-PI"	Suppressed	25139	Suppressed
"Dallas County, IA"	"19049"	"Black or African American"	"2054-5"	Suppressed	16472	Suppressed
"Dallas County, IA"	"19049"	"White"	"2106-3"	35	956221	3.7
"Davis County, IA"	"19051"	"American Indian or Alaska Native"	"1002-5"	Suppressed	320	Suppressed
"Davis County, IA"	"19051"	"Asian or Pacific Islander"	"A-PI"	Suppressed	410	Suppressed
"Davis County, IA"	"19051"	"Black or African American"	"2054-5"	Suppressed	430	Suppressed
"Davis County, IA"	"19051"	"White"	"2106-3"	Suppressed	146043	Suppressed
"Decatur County, IA"	"19053"	"American Indian or Alaska Native"	"1002-5"	Suppressed	500	Suppressed
"Decatur County, IA"	"19053"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1368	Suppressed
"Decatur County, IA"	"19053"	"Black or African American"	"2054-5"	Suppressed	2460	Suppressed
"Decatur County, IA"	"19053"	"White"	"2106-3"	Suppressed	139773	Suppressed
"Delaware County, IA"	"19055"	"American Indian or Alaska Native"	"1002-5"	Suppressed	330	Suppressed
"Delaware County, IA"	"19055"	"Asian or Pacific Islander"	"A-PI"	Suppressed	774	Suppressed
"Delaware County, IA"	"19055"	"Black or African American"	"2054-5"	Suppressed	1249	Suppressed
"Delaware County, IA"	"19055"	"White"	"2106-3"	Suppressed	302135	Suppressed
"Des Moines County, IA"	"19057"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2212	Suppressed
"Des Moines County, IA"	"19057"	"Asian or Pacific Islander"	"A-PI"	Suppressed	5651	Suppressed
"Des Moines County, IA"	"19057"	"Black or African American"	"2054-5"	Suppressed	37655	Suppressed
"Des Moines County, IA"	"19057"	"White"	"2106-3"	49	646883	7.6
"Dickinson County, IA"	"19059"	"American Indian or Alaska Native"	"1002-5"	Suppressed	463	Suppressed
"Dickinson County, IA"	"19059"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1146	Suppressed
"Dickinson County, IA"	"19059"	"Black or African American"	"2054-5"	Suppressed	1104	Suppressed
"Dickinson County, IA"	"19059"	"White"	"2106-3"	13	280557	Unreliable
"Dubuque County, IA"	"19061"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3120	Suppressed
"Dubuque County, IA"	"19061"	"Asian or Pacific Islander"	"A-PI"	Suppressed	19144	Suppressed
"Dubuque County, IA"	"19061"	"Black or African American"	"2054-5"	Suppressed	37204	Suppressed
"Dubuque County, IA"	"19061"	"White"	"2106-3"	77	1509361	5.1
"Emmet County, IA"	"19063"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1969	Suppressed
"Emmet County, IA"	"19063"	"Asian or Pacific Islander"	"A-PI"	Suppressed	859	Suppressed
"Emmet County, IA"	"19063"	"Black or African American"	"2054-5"	Suppressed	1479	Suppressed
"Emmet County, IA"	"19063"	"White"	"2106-3"	Suppressed	173276	Suppressed
"Fayette County, IA"	"19065"	"American Indian or Alaska Native"	"1002-5"	Suppressed	492	Suppressed
"Fayette County, IA"	"19065"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2236	Suppressed
"Fayette County, IA"	"19065"	"Black or African American"	"2054-5"	Suppressed	3997	Suppressed
"Fayette County, IA"	"19065"	"White"	"2106-3"	14	353040	Unreliable
"Floyd County, IA"	"19067"	"American Indian or Alaska Native"	"1002-5"	Suppressed	463	Suppressed
"Floyd County, IA"	"19067"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3168	Suppressed
"Floyd County, IA"	"19067"	"Black or African American"	"2054-5"	Suppressed	3372	Suppressed
"Floyd County, IA"	"19067"	"White"	"2106-3"	Suppressed	272153	Suppressed
"Franklin County, IA"	"19069"	"American Indian or Alaska Native"	"1002-5"	Suppressed	468	Suppressed
"Franklin County, IA"	"19069"	"Asian or Pacific Islander"	"A-PI"	Suppressed	771	Suppressed
"Franklin County, IA"	"19069"	"Black or African American"	"2054-5"	Suppressed	1207	Suppressed
"Franklin County, IA"	"19069"	"White"	"2106-3"	Suppressed	178514	Suppressed
"Fremont County, IA"	"19071"	"American Indian or Alaska Native"	"1002-5"	Suppressed	345	Suppressed
"Fremont County, IA"	"19071"	"Asian or Pacific Islander"	"A-PI"	Suppressed	370	Suppressed
"Fremont County, IA"	"19071"	"Black or African American"	"2054-5"	Suppressed	689	Suppressed
"Fremont County, IA"	"19071"	"White"	"2106-3"	Suppressed	126447	Suppressed
"Greene County, IA"	"19073"	"American Indian or Alaska Native"	"1002-5"	Suppressed	466	Suppressed
"Greene County, IA"	"19073"	"Asian or Pacific Islander"	"A-PI"	Suppressed	566	Suppressed
"Greene County, IA"	"19073"	"Black or African American"	"2054-5"	Suppressed	744	Suppressed
"Greene County, IA"	"19073"	"White"	"2106-3"	Suppressed	162010	Suppressed
"Grundy County, IA"	"19075"	"American Indian or Alaska Native"	"1002-5"	Suppressed	72	Suppressed
"Grundy County, IA"	"19075"	"Asian or Pacific Islander"	"A-PI"	Suppressed	611	Suppressed
"Grundy County, IA"	"19075"	"Black or African American"	"2054-5"	Suppressed	832	Suppressed
"Grundy County, IA"	"19075"	"White"	"2106-3"	Suppressed	209057	Suppressed
"Guthrie County, IA"	"19077"	"American Indian or Alaska Native"	"1002-5"	Suppressed	315	Suppressed
"Guthrie County, IA"	"19077"	"Asian or Pacific Islander"	"A-PI"	Suppressed	623	Suppressed
"Guthrie County, IA"	"19077"	"Black or African American"	"2054-5"	Suppressed	679	Suppressed
"Guthrie County, IA"	"19077"	"White"	"2106-3"	Suppressed	186532	Suppressed
"Hamilton County, IA"	"19079"	"American Indian or Alaska Native"	"1002-5"	Suppressed	872	Suppressed
"Hamilton County, IA"	"19079"	"Asian or Pacific Islander"	"A-PI"	Suppressed	5119	Suppressed
"Hamilton County, IA"	"19079"	"Black or African American"	"2054-5"	Suppressed	1781	Suppressed
"Hamilton County, IA"	"19079"	"White"	"2106-3"	Suppressed	262445	Suppressed
"Hancock County, IA"	"19081"	"American Indian or Alaska Native"	"1002-5"	Suppressed	293	Suppressed
"Hancock County, IA"	"19081"	"Asian or Pacific Islander"	"A-PI"	Suppressed	860	Suppressed
"Hancock County, IA"	"19081"	"Black or African American"	"2054-5"	Suppressed	1083	Suppressed
"Hancock County, IA"	"19081"	"White"	"2106-3"	Suppressed	194394	Suppressed
"Hardin County, IA"	"19083"	"American Indian or Alaska Native"	"1002-5"	Suppressed	696	Suppressed
"Hardin County, IA"	"19083"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1476	Suppressed
"Hardin County, IA"	"19083"	"Black or African American"	"2054-5"	Suppressed	3800	Suppressed
"Hardin County, IA"	"19083"	"White"	"2106-3"	11	298522	Unreliable
"Harrison County, IA"	"19085"	"American Indian or Alaska Native"	"1002-5"	Suppressed	734	Suppressed
"Harrison County, IA"	"19085"	"Asian or Pacific Islander"	"A-PI"	Suppressed	684	Suppressed
"Harrison County, IA"	"19085"	"Black or African American"	"2054-5"	Suppressed	806	Suppressed
"Harrison County, IA"	"19085"	"White"	"2106-3"	16	253948	Unreliable
"Henry County, IA"	"19087"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1156	Suppressed
"Henry County, IA"	"19087"	"Asian or Pacific Islander"	"A-PI"	Suppressed	8354	Suppressed
"Henry County, IA"	"19087"	"Black or African American"	"2054-5"	Suppressed	8345	Suppressed
"Henry County, IA"	"19087"	"White"	"2106-3"	19	326378	Unreliable
"Howard County, IA"	"19089"	"American Indian or Alaska Native"	"1002-5"	Suppressed	240	Suppressed
"Howard County, IA"	"19089"	"Asian or Pacific Islander"	"A-PI"	Suppressed	452	Suppressed
"Howard County, IA"	"19089"	"Black or African American"	"2054-5"	Suppressed	814	Suppressed
"Howard County, IA"	"19089"	"White"	"2106-3"	Suppressed	163076	Suppressed
"Humboldt County, IA"	"19091"	"American Indian or Alaska Native"	"1002-5"	Suppressed	245	Suppressed
"Humboldt County, IA"	"19091"	"Asian or Pacific Islander"	"A-PI"	Suppressed	657	Suppressed
"Humboldt County, IA"	"19091"	"Black or African American"	"2054-5"	Suppressed	989	Suppressed
"Humboldt County, IA"	"19091"	"White"	"2106-3"	Suppressed	167679	Suppressed
"Ida County, IA"	"19093"	"American Indian or Alaska Native"	"1002-5"	Suppressed	215	Suppressed
"Ida County, IA"	"19093"	"Asian or Pacific Islander"	"A-PI"	Suppressed	370	Suppressed
"Ida County, IA"	"19093"	"Black or African American"	"2054-5"	Suppressed	456	Suppressed
"Ida County, IA"	"19093"	"White"	"2106-3"	Suppressed	123721	Suppressed
"Iowa County, IA"	"19095"	"American Indian or Alaska Native"	"1002-5"	Suppressed	468	Suppressed
"Iowa County, IA"	"19095"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1039	Suppressed
"Iowa County, IA"	"19095"	"Black or African American"	"2054-5"	Suppressed	1565	Suppressed
"Iowa County, IA"	"19095"	"White"	"2106-3"	11	271827	Unreliable
"Jackson County, IA"	"19097"	"American Indian or Alaska Native"	"1002-5"	Suppressed	645	Suppressed
"Jackson County, IA"	"19097"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1986	Suppressed
"Jackson County, IA"	"19097"	"Black or African American"	"2054-5"	Suppressed	1899	Suppressed
"Jackson County, IA"	"19097"	"White"	"2106-3"	21	334546	6.3
"Jasper County, IA"	"19099"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1846	Suppressed
"Jasper County, IA"	"19099"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3371	Suppressed
"Jasper County, IA"	"19099"	"Black or African American"	"2054-5"	Suppressed	9101	Suppressed
"Jasper County, IA"	"19099"	"White"	"2106-3"	49	616518	7.9
"Jefferson County, IA"	"19101"	"American Indian or Alaska Native"	"1002-5"	Suppressed	623	Suppressed
"Jefferson County, IA"	"19101"	"Asian or Pacific Islander"	"A-PI"	Suppressed	18484	Suppressed
"Jefferson County, IA"	"19101"	"Black or African American"	"2054-5"	Suppressed	4141	Suppressed
"Jefferson County, IA"	"19101"	"White"	"2106-3"	19	258965	Unreliable
"Johnson County, IA"	"19103"	"American Indian or Alaska Native"	"1002-5"	Suppressed	7295	Suppressed
"Johnson County, IA"	"19103"	"Asian or Pacific Islander"	"A-PI"	Suppressed	114415	Suppressed
"Johnson County, IA"	"19103"	"Black or African American"	"2054-5"	10	105370	Unreliable
"Johnson County, IA"	"19103"	"White"	"2106-3"	117	1907772	6.1
"Jones County, IA"	"19105"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1078	Suppressed
"Jones County, IA"	"19105"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1374	Suppressed
"Jones County, IA"	"19105"	"Black or African American"	"2054-5"	Suppressed	7984	Suppressed
"Jones County, IA"	"19105"	"White"	"2106-3"	12	338473	Unreliable
"Keokuk County, IA"	"19107"	"American Indian or Alaska Native"	"1002-5"	Suppressed	262	Suppressed
"Keokuk County, IA"	"19107"	"Asian or Pacific Islander"	"A-PI"	Suppressed	425	Suppressed
"Keokuk County, IA"	"19107"	"Black or African American"	"2054-5"	Suppressed	866	Suppressed
"Keokuk County, IA"	"19107"	"White"	"2106-3"	Suppressed	181550	Suppressed
"Kossuth County, IA"	"19109"	"American Indian or Alaska Native"	"1002-5"	Suppressed	585	Suppressed
"Kossuth County, IA"	"19109"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1159	Suppressed
"Kossuth County, IA"	"19109"	"Black or African American"	"2054-5"	Suppressed	1281	Suppressed
"Kossuth County, IA"	"19109"	"White"	"2106-3"	Suppressed	269458	Suppressed
"Lee County, IA"	"19111"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1750	Suppressed
"Lee County, IA"	"19111"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3474	Suppressed
"Lee County, IA"	"19111"	"Black or African American"	"2054-5"	Suppressed	22554	Suppressed
"Lee County, IA"	"19111"	"White"	"2106-3"	53	589781	9.0
"Linn County, IA"	"19113"	"American Indian or Alaska Native"	"1002-5"	Suppressed	11507	Suppressed
"Linn County, IA"	"19113"	"Asian or Pacific Islander"	"A-PI"	Suppressed	68558	Suppressed
"Linn County, IA"	"19113"	"Black or African American"	"2054-5"	15	150672	Unreliable
"Linn County, IA"	"19113"	"White"	"2106-3"	252	3258368	7.7
"Louisa County, IA"	"19115"	"American Indian or Alaska Native"	"1002-5"	Suppressed	634	Suppressed
"Louisa County, IA"	"19115"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2100	Suppressed
"Louisa County, IA"	"19115"	"Black or African American"	"2054-5"	Suppressed	1529	Suppressed
"Louisa County, IA"	"19115"	"White"	"2106-3"	13	195414	Unreliable
"Lucas County, IA"	"19117"	"American Indian or Alaska Native"	"1002-5"	Suppressed	243	Suppressed
"Lucas County, IA"	"19117"	"Asian or Pacific Islander"	"A-PI"	Suppressed	423	Suppressed
"Lucas County, IA"	"19117"	"Black or African American"	"2054-5"	Suppressed	446	Suppressed
"Lucas County, IA"	"19117"	"White"	"2106-3"	Suppressed	154201	Suppressed
"Lyon County, IA"	"19119"	"American Indian or Alaska Native"	"1002-5"	Suppressed	310	Suppressed
"Lyon County, IA"	"19119"	"Asian or Pacific Islander"	"A-PI"	Suppressed	455	Suppressed
"Lyon County, IA"	"19119"	"Black or African American"	"2054-5"	Suppressed	549	Suppressed
"Lyon County, IA"	"19119"	"White"	"2106-3"	Suppressed	197076	Suppressed
"Madison County, IA"	"19121"	"American Indian or Alaska Native"	"1002-5"	Suppressed	748	Suppressed
"Madison County, IA"	"19121"	"Asian or Pacific Islander"	"A-PI"	Suppressed	866	Suppressed
"Madison County, IA"	"19121"	"Black or African American"	"2054-5"	Suppressed	1187	Suppressed
"Madison County, IA"	"19121"	"White"	"2106-3"	Suppressed	253333	Suppressed
"Mahaska County, IA"	"19123"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1134	Suppressed
"Mahaska County, IA"	"19123"	"Asian or Pacific Islander"	"A-PI"	Suppressed	4171	Suppressed
"Mahaska County, IA"	"19123"	"Black or African American"	"2054-5"	Suppressed	4889	Suppressed
"Mahaska County, IA"	"19123"	"White"	"2106-3"	26	370190	7.0
"Marion County, IA"	"19125"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1157	Suppressed
"Marion County, IA"	"19125"	"Asian or Pacific Islander"	"A-PI"	Suppressed	6820	Suppressed
"Marion County, IA"	"19125"	"Black or African American"	"2054-5"	Suppressed	4905	Suppressed
"Marion County, IA"	"19125"	"White"	"2106-3"	28	547775	5.1
"Marshall County, IA"	"19127"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4375	Suppressed
"Marshall County, IA"	"19127"	"Asian or Pacific Islander"	"A-PI"	Suppressed	10976	Suppressed
"Marshall County, IA"	"19127"	"Black or African American"	"2054-5"	Suppressed	13300	Suppressed
"Marshall County, IA"	"19127"	"White"	"2106-3"	22	652436	3.4
"Mills County, IA"	"19129"	"American Indian or Alaska Native"	"1002-5"	Suppressed	887	Suppressed
"Mills County, IA"	"19129"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1067	Suppressed
"Mills County, IA"	"19129"	"Black or African American"	"2054-5"	Suppressed	1476	Suppressed
"Mills County, IA"	"19129"	"White"	"2106-3"	14	249061	Unreliable
"Mitchell County, IA"	"19131"	"American Indian or Alaska Native"	"1002-5"	Suppressed	204	Suppressed
"Mitchell County, IA"	"19131"	"Asian or Pacific Islander"	"A-PI"	Suppressed	517	Suppressed
"Mitchell County, IA"	"19131"	"Black or African American"	"2054-5"	Suppressed	671	Suppressed
"Mitchell County, IA"	"19131"	"White"	"2106-3"	Suppressed	182293	Suppressed
"Monona County, IA"	"19133"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1598	Suppressed
"Monona County, IA"	"19133"	"Asian or Pacific Islander"	"A-PI"	Suppressed	390	Suppressed
"Monona County, IA"	"19133"	"Black or African American"	"2054-5"	Suppressed	845	Suppressed
"Monona County, IA"	"19133"	"White"	"2106-3"	15	158161	Unreliable
"Monroe County, IA"	"19135"	"American Indian or Alaska Native"	"1002-5"	Suppressed	378	Suppressed
"Monroe County, IA"	"19135"	"Asian or Pacific Islander"	"A-PI"	Suppressed	638	Suppressed
"Monroe County, IA"	"19135"	"Black or African American"	"2054-5"	Suppressed	831	Suppressed
"Monroe County, IA"	"19135"	"White"	"2106-3"	Suppressed	133672	Suppressed
"Montgomery County, IA"	"19137"	"American Indian or Alaska Native"	"1002-5"	Suppressed	684	Suppressed
"Montgomery County, IA"	"19137"	"Asian or Pacific Islander"	"A-PI"	Suppressed	538	Suppressed
"Montgomery County, IA"	"19137"	"Black or African American"	"2054-5"	Suppressed	702	Suppressed
"Montgomery County, IA"	"19137"	"White"	"2106-3"	16	184863	Unreliable
"Muscatine County, IA"	"19139"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3629	Suppressed
"Muscatine County, IA"	"19139"	"Asian or Pacific Islander"	"A-PI"	Suppressed	6984	Suppressed
"Muscatine County, IA"	"19139"	"Black or African American"	"2054-5"	Suppressed	12035	Suppressed
"Muscatine County, IA"	"19139"	"White"	"2106-3"	33	696441	4.7
"O'Brien County, IA"	"19141"	"American Indian or Alaska Native"	"1002-5"	Suppressed	499	Suppressed
"O'Brien County, IA"	"19141"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1596	Suppressed
"O'Brien County, IA"	"19141"	"Black or African American"	"2054-5"	Suppressed	1798	Suppressed
"O'Brien County, IA"	"19141"	"White"	"2106-3"	Suppressed	242632	Suppressed
"Osceola County, IA"	"19143"	"American Indian or Alaska Native"	"1002-5"	Suppressed	331	Suppressed
"Osceola County, IA"	"19143"	"Asian or Pacific Islander"	"A-PI"	Suppressed	423	Suppressed
"Osceola County, IA"	"19143"	"Black or African American"	"2054-5"	Suppressed	541	Suppressed
"Osceola County, IA"	"19143"	"White"	"2106-3"	Suppressed	111147	Suppressed
"Page County, IA"	"19145"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1689	Suppressed
"Page County, IA"	"19145"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2053	Suppressed
"Page County, IA"	"19145"	"Black or African American"	"2054-5"	Suppressed	6485	Suppressed
"Page County, IA"	"19145"	"White"	"2106-3"	Suppressed	264969	Suppressed
"Palo Alto County, IA"	"19147"	"American Indian or Alaska Native"	"1002-5"	Suppressed	424	Suppressed
"Palo Alto County, IA"	"19147"	"Asian or Pacific Islander"	"A-PI"	Suppressed	670	Suppressed
"Palo Alto County, IA"	"19147"	"Black or African American"	"2054-5"	Suppressed	929	Suppressed
"Palo Alto County, IA"	"19147"	"White"	"2106-3"	Suppressed	161102	Suppressed
"Plymouth County, IA"	"19149"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1279	Suppressed
"Plymouth County, IA"	"19149"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2244	Suppressed
"Plymouth County, IA"	"19149"	"Black or African American"	"2054-5"	Suppressed	2475	Suppressed
"Plymouth County, IA"	"19149"	"White"	"2106-3"	12	417171	Unreliable
"Pocahontas County, IA"	"19151"	"American Indian or Alaska Native"	"1002-5"	Suppressed	377	Suppressed
"Pocahontas County, IA"	"19151"	"Asian or Pacific Islander"	"A-PI"	Suppressed	389	Suppressed
"Pocahontas County, IA"	"19151"	"Black or African American"	"2054-5"	Suppressed	866	Suppressed
"Pocahontas County, IA"	"19151"	"White"	"2106-3"	Suppressed	129872	Suppressed
"Polk County, IA"	"19153"	"American Indian or Alaska Native"	"1002-5"	Suppressed	32727	Suppressed
"Polk County, IA"	"19153"	"Asian or Pacific Islander"	"A-PI"	Suppressed	258974	Suppressed
"Polk County, IA"	"19153"	"Black or African American"	"2054-5"	34	450177	7.6
"Polk County, IA"	"19153"	"White"	"2106-3"	578	6302494	9.2
"Pottawattamie County, IA"	"19155"	"American Indian or Alaska Native"	"1002-5"	Suppressed	9530	Suppressed
"Pottawattamie County, IA"	"19155"	"Asian or Pacific Islander"	"A-PI"	Suppressed	11798	Suppressed
"Pottawattamie County, IA"	"19155"	"Black or African American"	"2054-5"	Suppressed	25062	Suppressed
"Pottawattamie County, IA"	"19155"	"White"	"2106-3"	125	1499046	8.3
"Poweshiek County, IA"	"19157"	"American Indian or Alaska Native"	"1002-5"	Suppressed	976	Suppressed
"Poweshiek County, IA"	"19157"	"Asian or Pacific Islander"	"A-PI"	Suppressed	4912	Suppressed
"Poweshiek County, IA"	"19157"	"Black or African American"	"2054-5"	Suppressed	4101	Suppressed
"Poweshiek County, IA"	"19157"	"White"	"2106-3"	14	311153	Unreliable
"Ringgold County, IA"	"19159"	"American Indian or Alaska Native"	"1002-5"	Suppressed	259	Suppressed
"Ringgold County, IA"	"19159"	"Asian or Pacific Islander"	"A-PI"	Suppressed	293	Suppressed
"Ringgold County, IA"	"19159"	"Black or African American"	"2054-5"	Suppressed	335	Suppressed
"Ringgold County, IA"	"19159"	"White"	"2106-3"	Suppressed	88007	Suppressed
"Sac County, IA"	"19161"	"American Indian or Alaska Native"	"1002-5"	Suppressed	185	Suppressed
"Sac County, IA"	"19161"	"Asian or Pacific Islander"	"A-PI"	Suppressed	524	Suppressed
