"Month"	"Month Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
"Jul., 2000"	"2000/07"	"50-54 years"	"50-54"	"Female"	"F"	46	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"50-54 years"	"50-54"	"Male"	"M"	97	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"55-59 years"	"55-59"	"Female"	"F"	26	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"55-59 years"	"55-59"	"Male"	"M"	24	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"60-64 years "	"60-64"	"Female"	"F"	12	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"60-64 years "	"60-64"	"Male"	"M"	16	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"65-69 years"	"65-69"	"Female"	"F"	10	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"65-69 years"	"65-69"	"Male"	"M"	6	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"70-74 years"	"70-74"	"Female"	"F"	5	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"70-74 years"	"70-74"	"Male"	"M"	5	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"75-79 years"	"75-79"	"Female"	"F"	7	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"75-79 years"	"75-79"	"Male"	"M"	1	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"80-84 years"	"80-84"	"Female"	"F"	7	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"80-84 years"	"80-84"	"Male"	"M"	4	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"85-89 years"	"85-89"	"Female"	"F"	3	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"85-89 years"	"85-89"	"Male"	"M"	5	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"90-94 years"	"90-94"	"Female"	"F"	1	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"90-94 years"	"90-94"	"Male"	"M"	2	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Jul., 2000"	"2000/07"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"1-4 years"	"1-4"	"Female"	"F"	0	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"1-4 years"	"1-4"	"Male"	"M"	2	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"5-9 years"	"5-9"	"Female"	"F"	1	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"10-14 years"	"10-14"	"Female"	"F"	2	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"10-14 years"	"10-14"	"Male"	"M"	1	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"15-19 years"	"15-19"	"Female"	"F"	7	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"15-19 years"	"15-19"	"Male"	"M"	27	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"20-24 years"	"20-24"	"Female"	"F"	21	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"20-24 years"	"20-24"	"Male"	"M"	61	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"25-29 years"	"25-29"	"Female"	"F"	30	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"25-29 years"	"25-29"	"Male"	"M"	70	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"30-34 years"	"30-34"	"Female"	"F"	42	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"30-34 years"	"30-34"	"Male"	"M"	114	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"35-39 years"	"35-39"	"Female"	"F"	77	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"35-39 years"	"35-39"	"Male"	"M"	164	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"40-44 years"	"40-44"	"Female"	"F"	98	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"40-44 years"	"40-44"	"Male"	"M"	180	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"45-49 years"	"45-49"	"Female"	"F"	69	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"45-49 years"	"45-49"	"Male"	"M"	146	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"50-54 years"	"50-54"	"Female"	"F"	44	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"50-54 years"	"50-54"	"Male"	"M"	93	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"55-59 years"	"55-59"	"Female"	"F"	23	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"55-59 years"	"55-59"	"Male"	"M"	25	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"60-64 years "	"60-64"	"Female"	"F"	15	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"60-64 years "	"60-64"	"Male"	"M"	13	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"65-69 years"	"65-69"	"Female"	"F"	5	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"65-69 years"	"65-69"	"Male"	"M"	4	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"70-74 years"	"70-74"	"Female"	"F"	9	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"70-74 years"	"70-74"	"Male"	"M"	4	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"75-79 years"	"75-79"	"Female"	"F"	5	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"75-79 years"	"75-79"	"Male"	"M"	6	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"80-84 years"	"80-84"	"Female"	"F"	7	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"80-84 years"	"80-84"	"Male"	"M"	7	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"85-89 years"	"85-89"	"Female"	"F"	6	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"85-89 years"	"85-89"	"Male"	"M"	4	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"90-94 years"	"90-94"	"Female"	"F"	2	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"90-94 years"	"90-94"	"Male"	"M"	1	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"95-99 years"	"95-99"	"Male"	"M"	2	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Aug., 2000"	"2000/08"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"< 1 year"	"1"	"Female"	"F"	1	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"< 1 year"	"1"	"Male"	"M"	0	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"1-4 years"	"1-4"	"Female"	"F"	0	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"1-4 years"	"1-4"	"Male"	"M"	1	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"5-9 years"	"5-9"	"Male"	"M"	1	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"10-14 years"	"10-14"	"Female"	"F"	1	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"10-14 years"	"10-14"	"Male"	"M"	0	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"15-19 years"	"15-19"	"Female"	"F"	12	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"15-19 years"	"15-19"	"Male"	"M"	22	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"20-24 years"	"20-24"	"Female"	"F"	18	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"20-24 years"	"20-24"	"Male"	"M"	53	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"25-29 years"	"25-29"	"Female"	"F"	25	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"25-29 years"	"25-29"	"Male"	"M"	92	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"30-34 years"	"30-34"	"Female"	"F"	44	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"30-34 years"	"30-34"	"Male"	"M"	92	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"35-39 years"	"35-39"	"Female"	"F"	76	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"35-39 years"	"35-39"	"Male"	"M"	148	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"40-44 years"	"40-44"	"Female"	"F"	69	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"40-44 years"	"40-44"	"Male"	"M"	199	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"45-49 years"	"45-49"	"Female"	"F"	62	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"45-49 years"	"45-49"	"Male"	"M"	126	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"50-54 years"	"50-54"	"Female"	"F"	46	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"50-54 years"	"50-54"	"Male"	"M"	72	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"55-59 years"	"55-59"	"Female"	"F"	27	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"55-59 years"	"55-59"	"Male"	"M"	35	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"60-64 years "	"60-64"	"Female"	"F"	13	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"60-64 years "	"60-64"	"Male"	"M"	7	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"65-69 years"	"65-69"	"Female"	"F"	9	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"65-69 years"	"65-69"	"Male"	"M"	5	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"70-74 years"	"70-74"	"Female"	"F"	4	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"70-74 years"	"70-74"	"Male"	"M"	6	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"75-79 years"	"75-79"	"Female"	"F"	9	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"75-79 years"	"75-79"	"Male"	"M"	3	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"80-84 years"	"80-84"	"Female"	"F"	4	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"80-84 years"	"80-84"	"Male"	"M"	3	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"85-89 years"	"85-89"	"Female"	"F"	4	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"85-89 years"	"85-89"	"Male"	"M"	6	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"90-94 years"	"90-94"	"Female"	"F"	6	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"90-94 years"	"90-94"	"Male"	"M"	1	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"95-99 years"	"95-99"	"Female"	"F"	1	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Sep., 2000"	"2000/09"	"Not Stated"	"NS"	"Male"	"M"	1	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"< 1 year"	"1"	"Female"	"F"	1	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"< 1 year"	"1"	"Male"	"M"	0	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"1-4 years"	"1-4"	"Female"	"F"	0	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"1-4 years"	"1-4"	"Male"	"M"	2	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"10-14 years"	"10-14"	"Female"	"F"	2	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"10-14 years"	"10-14"	"Male"	"M"	1	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"15-19 years"	"15-19"	"Female"	"F"	11	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"15-19 years"	"15-19"	"Male"	"M"	24	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"20-24 years"	"20-24"	"Female"	"F"	14	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"20-24 years"	"20-24"	"Male"	"M"	49	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"25-29 years"	"25-29"	"Female"	"F"	34	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"25-29 years"	"25-29"	"Male"	"M"	53	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"30-34 years"	"30-34"	"Female"	"F"	43	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"30-34 years"	"30-34"	"Male"	"M"	87	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"35-39 years"	"35-39"	"Female"	"F"	68	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"35-39 years"	"35-39"	"Male"	"M"	141	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"40-44 years"	"40-44"	"Female"	"F"	93	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"40-44 years"	"40-44"	"Male"	"M"	154	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"45-49 years"	"45-49"	"Female"	"F"	83	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"45-49 years"	"45-49"	"Male"	"M"	148	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"50-54 years"	"50-54"	"Female"	"F"	34	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"50-54 years"	"50-54"	"Male"	"M"	60	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"55-59 years"	"55-59"	"Female"	"F"	20	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"55-59 years"	"55-59"	"Male"	"M"	20	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"60-64 years "	"60-64"	"Female"	"F"	9	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"60-64 years "	"60-64"	"Male"	"M"	6	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"65-69 years"	"65-69"	"Female"	"F"	8	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"65-69 years"	"65-69"	"Male"	"M"	6	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"70-74 years"	"70-74"	"Female"	"F"	7	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"70-74 years"	"70-74"	"Male"	"M"	9	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"75-79 years"	"75-79"	"Female"	"F"	8	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"75-79 years"	"75-79"	"Male"	"M"	6	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"80-84 years"	"80-84"	"Female"	"F"	4	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"80-84 years"	"80-84"	"Male"	"M"	6	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"85-89 years"	"85-89"	"Female"	"F"	5	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"85-89 years"	"85-89"	"Male"	"M"	4	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"90-94 years"	"90-94"	"Female"	"F"	3	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"90-94 years"	"90-94"	"Male"	"M"	1	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"95-99 years"	"95-99"	"Female"	"F"	0	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Oct., 2000"	"2000/10"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"< 1 year"	"1"	"Male"	"M"	2	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"1-4 years"	"1-4"	"Female"	"F"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"1-4 years"	"1-4"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"10-14 years"	"10-14"	"Female"	"F"	2	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"10-14 years"	"10-14"	"Male"	"M"	1	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"15-19 years"	"15-19"	"Female"	"F"	12	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"15-19 years"	"15-19"	"Male"	"M"	23	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"20-24 years"	"20-24"	"Female"	"F"	21	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"20-24 years"	"20-24"	"Male"	"M"	66	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"25-29 years"	"25-29"	"Female"	"F"	26	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"25-29 years"	"25-29"	"Male"	"M"	62	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"30-34 years"	"30-34"	"Female"	"F"	51	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"30-34 years"	"30-34"	"Male"	"M"	96	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"35-39 years"	"35-39"	"Female"	"F"	74	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"35-39 years"	"35-39"	"Male"	"M"	132	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"40-44 years"	"40-44"	"Female"	"F"	75	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"40-44 years"	"40-44"	"Male"	"M"	171	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"45-49 years"	"45-49"	"Female"	"F"	60	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"45-49 years"	"45-49"	"Male"	"M"	153	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"50-54 years"	"50-54"	"Female"	"F"	45	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"50-54 years"	"50-54"	"Male"	"M"	91	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"55-59 years"	"55-59"	"Female"	"F"	24	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"55-59 years"	"55-59"	"Male"	"M"	22	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"60-64 years "	"60-64"	"Female"	"F"	9	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"60-64 years "	"60-64"	"Male"	"M"	11	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"65-69 years"	"65-69"	"Female"	"F"	9	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"65-69 years"	"65-69"	"Male"	"M"	6	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"70-74 years"	"70-74"	"Female"	"F"	9	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"70-74 years"	"70-74"	"Male"	"M"	8	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"75-79 years"	"75-79"	"Female"	"F"	10	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"75-79 years"	"75-79"	"Male"	"M"	2	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"80-84 years"	"80-84"	"Female"	"F"	7	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"80-84 years"	"80-84"	"Male"	"M"	2	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"85-89 years"	"85-89"	"Female"	"F"	4	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"85-89 years"	"85-89"	"Male"	"M"	2	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"90-94 years"	"90-94"	"Female"	"F"	3	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"90-94 years"	"90-94"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"95-99 years"	"95-99"	"Female"	"F"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"95-99 years"	"95-99"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"100+ years"	"100+"	"Female"	"F"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"100+ years"	"100+"	"Male"	"M"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"Not Stated"	"NS"	"Female"	"F"	0	Not Applicable	Not Applicable
"Nov., 2000"	"2000/11"	"Not Stated"	"NS"	"Male"	"M"	0	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"< 1 year"	"1"	"Female"	"F"	0	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"< 1 year"	"1"	"Male"	"M"	1	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"1-4 years"	"1-4"	"Female"	"F"	0	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"1-4 years"	"1-4"	"Male"	"M"	0	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"5-9 years"	"5-9"	"Female"	"F"	0	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"5-9 years"	"5-9"	"Male"	"M"	0	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"10-14 years"	"10-14"	"Female"	"F"	0	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"10-14 years"	"10-14"	"Male"	"M"	3	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"15-19 years"	"15-19"	"Female"	"F"	11	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"15-19 years"	"15-19"	"Male"	"M"	24	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"20-24 years"	"20-24"	"Female"	"F"	16	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"20-24 years"	"20-24"	"Male"	"M"	68	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"25-29 years"	"25-29"	"Female"	"F"	25	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"25-29 years"	"25-29"	"Male"	"M"	76	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"30-34 years"	"30-34"	"Female"	"F"	38	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"30-34 years"	"30-34"	"Male"	"M"	102	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"35-39 years"	"35-39"	"Female"	"F"	75	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"35-39 years"	"35-39"	"Male"	"M"	153	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"40-44 years"	"40-44"	"Female"	"F"	102	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"40-44 years"	"40-44"	"Male"	"M"	196	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"45-49 years"	"45-49"	"Female"	"F"	71	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"45-49 years"	"45-49"	"Male"	"M"	169	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"50-54 years"	"50-54"	"Female"	"F"	46	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"50-54 years"	"50-54"	"Male"	"M"	65	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"55-59 years"	"55-59"	"Female"	"F"	24	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"55-59 years"	"55-59"	"Male"	"M"	30	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"60-64 years "	"60-64"	"Female"	"F"	17	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"60-64 years "	"60-64"	"Male"	"M"	14	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"65-69 years"	"65-69"	"Female"	"F"	4	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"65-69 years"	"65-69"	"Male"	"M"	11	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"70-74 years"	"70-74"	"Female"	"F"	8	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"70-74 years"	"70-74"	"Male"	"M"	5	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"75-79 years"	"75-79"	"Female"	"F"	4	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"75-79 years"	"75-79"	"Male"	"M"	8	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"80-84 years"	"80-84"	"Female"	"F"	4	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"80-84 years"	"80-84"	"Male"	"M"	5	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"85-89 years"	"85-89"	"Female"	"F"	3	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"85-89 years"	"85-89"	"Male"	"M"	3	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"90-94 years"	"90-94"	"Female"	"F"	3	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"90-94 years"	"90-94"	"Male"	"M"	1	Not Applicable	Not Applicable
"Dec., 2000"	"2000/12"	"95-99 years"	"95-99"	"Female"	"F"	2	Not Applicable	Not Applicable
